applicant_id,application_date,gender,age,education,marital_status,dependents,residence_type,years_at_current_residence,city,employment_type,industry,annual_income,years_employed,years_with_current_employer,loan_purpose,loan_amount_requested,loan_tenure_months,interest_rate,credit_score,num_credit_accounts,num_active_accounts,credit_history_months,num_delinquent_accounts,max_dpd_last_12m,num_enquiries_6m,num_enquiries_12m,total_outstanding_debt,secured_loan_percentage,num_written_off_accounts,num_settled_accounts,avg_monthly_balance,balance_volatility,avg_monthly_spending,essential_spending_pct,discretionary_spending_pct,num_bounced_checks_12m,salary_credit_regularity,num_digital_txns_monthly,cash_withdrawal_pct,min_balance_breaches_12m,emi_bounce_count_12m,debt_to_income_ratio,loan_to_income_ratio,credit_utilization,estimated_monthly_emi,emi_to_income_ratio,savings_rate,account_age_factor,default,default_probability
APP006200,2025-10-25,Male,37,High School,Married,0,Mortgaged,4,Other,Salaried,Healthcare,317000.0,10,2,Credit Card,91000.0,12,27.53,721,2,2,48,0,0,5,5,1989800.0,95.4,0,0,35000.0,0.294,23600.0,52.9,47.1,0,86.1,31,11.1,1,0,6.277,0.287,0.284,8761.0,0.332,1.325,4.0,0,0.10474999999999998
APP006201,2025-03-08,Female,21,High School,Single,1,Rented,10,Pune,Salaried,Government,567000.0,5,0,Education Loan,1753000.0,120,9.34,754,1,1,41,5,90,2,2,110700.0,6.6,1,0,126100.0,0.302,19900.0,35.3,64.7,0,70.2,35,32.9,1,0,0.195,3.092,0.239,22530.0,0.477,2.669,3.4,1,0.4365
APP006202,2025-10-18,Male,30,High School,Single,1,Owned,4,Chennai,Self-Employed,IT/Software,668000.0,8,0,Home Loan,3843000.0,120,8.15,650,2,1,29,3,60,4,6,398100.0,49.7,0,0,126400.0,0.084,47100.0,69.2,30.8,0,97.0,27,19.2,0,1,0.596,5.753,0.568,46931.0,0.843,2.271,2.4,1,0.3454291417165669
APP006203,2025-05-21,Female,45,Master,Married,1,Owned,6,Delhi,Business Owner,Education,425000.0,16,2,Business Loan,1024000.0,60,13.39,767,4,0,47,0,0,5,7,65600.0,17.7,0,0,60800.0,0.127,27100.0,36.3,63.7,0,96.7,25,28.3,1,0,0.154,2.409,0.595,23504.0,0.664,1.717,3.9,0,0.02
APP006204,2025-06-12,Female,30,Master,Widowed,2,Rented,6,Mumbai,Salaried,IT/Software,347000.0,1,1,Home Loan,1701000.0,240,7.81,638,2,2,288,2,120,3,3,1038600.0,22.0,0,1,17500.0,0.162,21000.0,50.9,49.1,2,80.1,27,10.1,1,1,2.993,4.902,0.479,14027.0,0.485,0.605,24.0,0,0.40216666666666656
APP006205,2025-07-23,Male,27,Other,Single,2,Mortgaged,3,Jaipur,Business Owner,Government,1500000.0,3,3,Personal Loan,2308000.0,60,11.66,810,4,0,61,0,0,5,6,285500.0,28.9,1,0,434600.0,0.126,71200.0,58.6,41.4,0,79.0,29,29.1,0,0,0.19,1.539,0.118,50945.0,0.408,3.477,5.1,0,0.04250000000000001
APP006206,2025-10-29,Female,57,Bachelor,Married,1,Mortgaged,4,Ahmedabad,Self-Employed,Real Estate,815000.0,14,2,Personal Loan,1947000.0,60,14.7,562,3,2,41,0,0,4,5,291400.0,35.9,0,0,195200.0,0.05,30800.0,54.9,45.1,0,86.5,23,10.0,0,0,0.358,2.389,0.683,46013.0,0.677,2.874,3.4,0,0.02
APP006207,2025-10-22,Male,53,High School,Divorced,2,Owned,0,Ahmedabad,Salaried,Manufacturing,250000.0,3,2,Auto Loan,978000.0,48,8.32,698,5,1,101,2,30,0,4,446800.0,61.3,0,0,66300.0,0.256,15400.0,37.9,62.1,3,78.0,16,28.6,0,0,1.787,3.912,0.165,24023.0,1.153,3.182,8.4,0,0.25716666666666665
APP006208,2025-06-21,Male,39,High School,Married,1,Owned,13,Bangalore,Business Owner,Education,877000.0,0,0,Business Loan,7757000.0,48,13.64,751,3,2,149,0,0,2,5,837000.0,33.8,0,0,251500.0,0.173,65100.0,37.6,62.4,0,98.5,25,34.6,2,0,0.954,8.845,0.47,210573.0,2.881,3.441,12.4,0,0.14268899657924744
APP006209,2025-01-13,Male,46,Bachelor,Single,2,Mortgaged,5,Bangalore,Self-Employed,Banking/Finance,642000.0,0,0,Home Loan,2001000.0,240,7.75,786,3,1,21,5,90,0,2,368800.0,44.3,1,0,118000.0,0.05,38400.0,47.9,52.1,0,70.5,30,22.2,0,0,0.574,3.117,0.515,16427.0,0.307,2.206,1.8,1,0.4359454828660436
APP006210,2025-03-25,Male,21,Other,Married,2,Owned,0,Ahmedabad,Freelancer,Education,503000.0,0,0,Personal Loan,1074000.0,60,16.21,774,1,1,47,1,90,3,5,1059700.0,25.5,0,0,86100.0,0.532,33200.0,53.2,46.8,2,75.9,24,16.4,0,1,2.107,2.135,0.374,26238.0,0.626,2.054,3.9,1,0.34309999999999996
APP006211,2025-09-03,Male,27,High School,Married,1,Mortgaged,1,Pune,Salaried,Education,228000.0,3,0,Personal Loan,512000.0,48,14.78,738,2,1,8,2,30,1,2,309300.0,12.5,0,0,51400.0,0.05,13000.0,52.1,47.9,0,80.6,31,28.8,1,0,1.357,2.246,0.752,14192.0,0.747,2.705,0.7,0,0.27716666666666673
APP006212,2025-09-01,Male,30,High School,Married,5,Rented,0,Pune,Retired,IT/Software,204000.0,2,2,Business Loan,1579000.0,48,12.5,759,8,1,53,1,30,1,1,351900.0,5.3,0,0,46500.0,0.25,10800.0,34.7,65.3,0,91.8,30,25.1,3,1,1.725,7.74,0.144,41970.0,2.469,2.735,4.4,1,0.21191666666666667
APP006213,2025-05-21,Male,32,Master,Divorced,3,Rented,1,Hyderabad,Self-Employed,Manufacturing,908000.0,5,4,Personal Loan,961000.0,24,16.84,705,3,3,83,0,0,3,5,1889300.0,89.0,0,0,51100.0,0.489,56400.0,66.4,33.6,1,99.7,38,32.4,1,0,2.081,1.058,0.191,47440.0,0.627,0.675,6.9,0,0.09874999999999998
APP006214,2025-04-04,Male,30,Bachelor,Single,1,Owned,1,Bangalore,Salaried,Education,516000.0,1,1,Home Loan,1987000.0,120,7.55,674,0,0,70,0,0,1,4,104500.0,11.6,0,0,142700.0,0.066,27400.0,51.5,48.5,0,76.4,25,37.6,0,1,0.203,3.851,0.257,23638.0,0.55,3.319,5.8,0,0.02
APP006215,2025-12-01,Female,21,Bachelor,Divorced,0,Mortgaged,5,Kolkata,Business Owner,IT/Software,506000.0,3,1,Home Loan,3622000.0,240,9.47,597,5,3,58,1,60,0,1,559000.0,40.4,0,0,142500.0,0.05,20800.0,35.8,64.2,0,93.8,34,11.1,3,0,1.105,7.158,0.141,33691.0,0.799,3.379,4.8,0,0.19955764163372855
APP006216,2025-01-01,Female,38,Master,Married,1,Mortgaged,3,Bangalore,Salaried,Retail,470000.0,7,1,Auto Loan,874000.0,36,11.81,709,4,4,117,0,0,1,2,1409400.0,41.7,0,0,49100.0,0.537,17900.0,47.3,52.7,0,90.1,34,37.7,1,0,2.999,1.86,0.659,28950.0,0.739,1.254,9.8,0,0.06959999999999997
APP006217,2025-04-14,Male,40,High School,Married,3,Rented,9,Kolkata,Salaried,Government,332000.0,27,1,Home Loan,2654000.0,360,8.87,731,2,1,89,0,0,1,2,1037100.0,61.4,0,0,87600.0,0.384,17600.0,66.5,33.5,1,82.5,28,14.6,0,0,3.124,7.994,0.665,21107.0,0.763,3.166,7.4,0,0.07225000000000001
APP006218,2025-11-22,Male,51,PhD,Married,0,Rented,0,Delhi,Salaried,Banking/Finance,458000.0,3,0,Business Loan,1218000.0,48,13.9,699,7,1,14,0,0,0,2,7000.0,77.5,0,0,137300.0,0.05,31300.0,44.4,55.6,0,86.2,37,22.4,1,0,0.015,2.659,0.457,33223.0,0.87,3.597,1.2,0,0.07025
APP006219,2025-02-15,Male,27,High School,Single,5,Mortgaged,6,Hyderabad,Self-Employed,Healthcare,835000.0,0,0,Business Loan,4968000.0,60,14.2,622,2,2,14,0,0,3,4,1080900.0,18.6,0,0,90300.0,0.304,46000.0,54.0,46.0,0,86.0,30,31.5,2,0,1.294,5.95,0.485,116112.0,1.669,1.298,1.2,0,0.2089491017964072
APP006220,2025-01-11,Male,26,High School,Single,0,Rented,10,Bangalore,Salaried,Banking/Finance,292000.0,5,0,Consumer Durable,42000.0,24,16.83,723,4,0,19,0,0,0,2,198600.0,96.8,0,0,57200.0,0.13,18600.0,32.3,67.7,2,89.7,32,28.2,3,0,0.68,0.144,0.197,2073.0,0.085,2.351,1.6,0,0.202263698630137
APP006221,2025-03-03,Female,21,Bachelor,Divorced,1,Mortgaged,2,Ahmedabad,Retired,IT/Software,214000.0,4,4,Personal Loan,119000.0,24,12.28,643,2,2,103,0,0,4,6,416300.0,44.7,1,0,42100.0,0.41,14600.0,50.2,49.8,0,87.1,32,28.4,0,1,1.945,0.556,0.413,5617.0,0.315,2.361,8.6,0,0.21425000000000002
APP006222,2025-02-25,Female,32,High School,Single,2,Owned,1,Chennai,Salaried,Other,415000.0,2,2,Personal Loan,1025000.0,48,17.51,757,2,0,31,1,90,1,1,117200.0,91.0,0,0,27200.0,0.08,16000.0,33.3,66.7,0,75.3,24,19.7,2,0,0.282,2.47,0.754,29848.0,0.863,0.787,2.6,1,0.07574999999999998
APP006223,2025-08-31,Male,44,Bachelor,Single,0,Mortgaged,2,Pune,Freelancer,Education,252000.0,2,2,Consumer Durable,46000.0,12,13.89,727,2,1,229,0,0,2,4,1540900.0,11.8,0,0,46400.0,0.05,11000.0,68.3,31.7,0,72.7,29,36.7,3,2,6.115,0.183,0.583,4128.0,0.197,2.21,19.1,0,0.20325000000000001
APP006224,2025-02-20,Male,28,Bachelor,Married,2,Owned,7,Mumbai,Self-Employed,IT/Software,417000.0,7,0,Business Loan,1109000.0,36,15.13,791,0,0,19,0,0,3,7,357400.0,18.9,0,0,41100.0,0.05,15500.0,39.1,60.9,0,84.5,31,14.4,2,0,0.857,2.659,0.55,38514.0,1.108,1.183,1.6,0,0.1229574340527578
APP006225,2025-09-30,Male,56,Bachelor,Single,4,Owned,12,Chennai,Business Owner,Other,979000.0,2,1,Home Loan,3759000.0,360,7.51,650,5,1,10,0,0,2,7,392200.0,30.8,1,0,292800.0,0.075,58900.0,57.6,42.4,0,79.6,27,7.5,0,0,0.401,3.84,0.605,26309.0,0.322,3.589,0.8,0,0.052561287027579146
APP006226,2025-10-30,Female,32,Bachelor,Divorced,2,Owned,0,Ahmedabad,Salaried,IT/Software,562000.0,21,0,Business Loan,2328000.0,120,15.95,621,2,2,52,1,30,1,1,943500.0,76.2,0,0,69500.0,0.076,32600.0,51.5,48.5,0,85.3,31,22.1,1,0,1.679,4.142,0.34,38925.0,0.831,1.484,4.3,1,0.2564166666666667
APP006227,2025-10-16,Male,36,Bachelor,Divorced,4,Mortgaged,3,Jaipur,Salaried,Other,313000.0,0,0,Credit Card,128000.0,12,31.4,671,1,1,167,0,0,3,6,108000.0,51.6,0,0,91100.0,0.4,21300.0,53.3,46.7,0,73.9,27,8.5,1,0,0.345,0.409,0.846,12567.0,0.482,3.493,13.9,0,0.08175479233226837
APP006228,2025-12-14,Female,21,High School,Married,0,Owned,5,Kolkata,Salaried,Healthcare,288000.0,0,0,Credit Card,77000.0,12,32.08,628,1,1,73,0,0,2,4,551000.0,56.4,0,0,17100.0,0.623,17000.0,50.5,49.5,1,72.8,40,19.7,0,0,1.913,0.267,0.612,7586.0,0.316,0.712,6.1,0,0.20414999999999997
APP006229,2025-01-26,Female,37,Other,Married,3,Living with Parents,0,Bangalore,Salaried,Manufacturing,274000.0,15,11,Business Loan,1017000.0,36,14.37,896,4,1,54,0,0,1,1,247700.0,77.9,0,2,18000.0,0.05,10600.0,47.0,53.0,0,87.5,29,7.0,0,0,0.904,3.712,0.45,34942.0,1.53,0.788,4.5,0,0.04140145985401458
APP006230,2025-10-01,Male,21,Master,Married,1,Rented,0,Delhi,Salaried,Manufacturing,386000.0,3,3,Personal Loan,1083000.0,60,14.23,723,2,2,7,0,0,3,8,802900.0,96.3,0,0,62200.0,0.478,18600.0,41.9,58.1,0,87.7,29,20.5,0,1,2.08,2.806,0.887,25329.0,0.787,1.934,0.6,0,0.09424999999999997
APP006231,2025-09-17,Male,41,High School,Single,0,Mortgaged,0,Bangalore,Business Owner,IT/Software,1472000.0,3,0,Personal Loan,1096000.0,12,15.12,625,4,2,63,1,30,2,3,34200.0,57.8,0,0,211900.0,0.051,95700.0,68.4,31.6,0,74.2,37,13.7,2,2,0.023,0.745,0.874,98985.0,0.807,1.727,5.2,0,0.27541666666666664
APP006232,2025-12-21,Female,42,Bachelor,Single,0,Mortgaged,1,Hyderabad,Salaried,Retail,340000.0,0,0,Credit Card,90000.0,12,38.24,789,3,2,24,0,0,4,4,22100.0,86.5,2,0,101700.0,0.05,23500.0,53.3,46.7,0,79.8,35,34.7,2,0,0.065,0.265,0.663,9143.0,0.323,3.589,2.0,0,0.24775
APP006233,2025-10-08,Male,48,Bachelor,Single,1,Owned,1,Mumbai,Salaried,Retail,599000.0,2,2,Home Loan,1546000.0,120,8.58,594,4,4,7,2,60,0,0,738800.0,5.1,0,0,48300.0,0.05,24100.0,59.5,40.5,0,74.6,32,31.4,1,0,1.233,2.581,0.177,19234.0,0.385,0.968,0.6,1,0.2231722314969394
APP006234,2025-01-01,Male,24,High School,Married,3,Mortgaged,3,Other,Salaried,Manufacturing,327000.0,4,4,Personal Loan,868000.0,48,16.72,536,2,1,238,0,0,0,1,1408900.0,98.2,1,1,68000.0,0.32,16800.0,59.4,40.6,0,71.0,30,28.7,1,0,4.309,2.654,0.238,24921.0,0.915,2.495,19.8,0,0.231
APP006235,2025-09-07,Male,36,Bachelor,Married,4,Living with Parents,5,Bangalore,Salaried,Real Estate,203000.0,0,0,Home Loan,725000.0,360,9.09,635,6,1,125,0,0,3,4,410100.0,71.7,0,0,51500.0,0.136,15000.0,55.3,44.7,0,96.7,36,19.9,0,0,2.02,3.571,0.755,5881.0,0.348,3.044,10.4,0,0.16625
APP006236,2025-08-16,Female,40,Bachelor,Divorced,1,Rented,9,Ahmedabad,Business Owner,Manufacturing,1654000.0,7,2,Education Loan,4759000.0,120,10.2,613,1,1,180,0,0,2,3,104200.0,12.5,0,0,92600.0,0.112,81400.0,69.3,30.7,0,98.8,25,13.8,0,0,0.063,2.877,0.267,63419.0,0.46,0.672,15.0,0,0.02
APP006237,2025-02-02,Female,39,High School,Married,2,Mortgaged,1,Hyderabad,Salaried,Education,379000.0,6,0,Auto Loan,893000.0,60,9.72,654,3,1,105,0,0,2,3,1351500.0,72.8,1,0,19000.0,0.633,13500.0,32.0,68.0,0,89.7,24,27.5,4,0,3.566,2.356,0.519,18851.0,0.597,0.602,8.8,0,0.32815
APP006238,2025-05-01,Female,26,High School,Married,3,Mortgaged,0,Pune,Self-Employed,Banking/Finance,884000.0,5,0,Education Loan,3838000.0,180,9.27,724,3,2,211,0,0,2,5,614000.0,88.0,0,0,101400.0,0.566,50100.0,54.4,45.6,0,97.4,31,14.4,0,0,0.695,4.342,0.655,39546.0,0.537,1.376,17.6,0,0.08675701357466063
APP006239,2025-05-11,Female,21,Master,Married,0,Rented,0,Kolkata,Salaried,Other,523000.0,2,2,Personal Loan,1045000.0,12,10.97,742,3,3,2,1,30,3,9,239400.0,55.1,0,0,124600.0,0.05,22100.0,64.7,35.3,1,81.0,32,29.6,0,0,0.458,1.998,0.571,92344.0,2.119,2.859,0.2,0,0.05194104525175269
APP006240,2025-10-23,Female,38,Bachelor,Divorced,0,Rented,9,Delhi,Business Owner,Other,1122000.0,2,0,Education Loan,5166000.0,60,9.11,599,2,0,128,0,0,0,3,302200.0,25.3,0,0,324400.0,0.097,62100.0,46.0,54.0,0,73.8,40,17.5,2,0,0.269,4.604,0.314,107514.0,1.15,3.47,10.7,0,0.11524999999999999
APP006241,2025-09-03,Female,33,High School,Divorced,0,Rented,10,Hyderabad,Salaried,Manufacturing,366000.0,12,3,Auto Loan,568000.0,72,11.65,668,3,1,9,0,0,6,7,185800.0,32.8,0,0,44100.0,0.18,25400.0,53.2,46.8,0,92.6,26,37.9,1,0,0.508,1.552,0.241,11001.0,0.361,1.446,0.8,0,0.05876502732240438
APP006242,2025-04-27,Male,29,Master,Divorced,1,Rented,0,Kolkata,Self-Employed,Education,728000.0,0,0,Consumer Durable,146000.0,18,12.84,724,4,1,75,0,0,0,1,129600.0,80.8,0,0,161100.0,0.05,37300.0,50.9,49.1,0,91.1,32,20.0,2,0,0.178,0.201,0.6,8960.0,0.148,2.655,6.2,0,0.08399999999999999
APP006243,2025-11-11,Male,42,Master,Single,2,Rented,0,Kolkata,Self-Employed,Banking/Finance,527000.0,8,8,Home Loan,1331000.0,240,8.57,633,1,1,74,0,0,3,4,662400.0,4.1,0,0,156900.0,0.638,19600.0,51.3,48.7,0,71.0,35,13.8,1,0,1.257,2.526,0.562,11610.0,0.264,3.573,6.2,1,0.08934259962049332
APP006244,2025-09-10,Female,34,Bachelor,Married,0,Living with Parents,8,Bangalore,Salaried,Retail,191000.0,1,1,Education Loan,677000.0,120,9.74,733,4,3,155,1,30,3,4,2004600.0,97.9,0,0,18900.0,0.112,7300.0,47.5,52.5,0,77.0,44,5.2,1,0,10.495,3.545,0.154,8849.0,0.556,1.187,12.9,0,0.12841666666666662
APP006245,2025-11-06,Female,21,Master,Married,2,Rented,5,Kolkata,Salaried,IT/Software,345000.0,8,1,Home Loan,1458000.0,360,8.23,759,3,1,28,0,0,3,5,702600.0,87.8,0,0,23500.0,0.368,12700.0,30.6,69.4,0,87.5,33,15.4,1,0,2.037,4.226,0.81,10933.0,0.38,0.817,2.3,0,0.055249999999999994
APP006246,2025-11-06,Female,21,Bachelor,Single,2,Mortgaged,4,Bangalore,Salaried,Government,520000.0,4,1,Home Loan,2169000.0,120,9.1,714,3,3,12,0,0,2,4,893300.0,58.4,0,0,100400.0,0.05,34800.0,55.4,44.6,0,77.8,36,8.2,2,3,1.718,4.171,0.89,27593.0,0.637,2.317,1.0,0,0.23650000000000002
APP006247,2025-03-11,Male,23,Bachelor,Widowed,1,Rented,3,Mumbai,Business Owner,Education,1332000.0,2,1,Auto Loan,2353000.0,60,9.72,773,4,2,57,5,120,2,5,101300.0,4.5,0,0,360600.0,0.179,69400.0,58.7,41.3,5,95.9,39,31.8,3,0,0.076,1.767,0.672,49671.0,0.447,3.249,4.8,0,0.4584166666666666
APP006248,2025-11-25,Female,58,Bachelor,Single,2,Rented,7,Mumbai,Business Owner,Other,1334000.0,2,0,Personal Loan,2083000.0,24,11.57,674,0,0,10,0,0,1,4,130000.0,11.7,0,0,312200.0,0.075,57400.0,45.7,54.3,0,71.4,35,11.5,0,0,0.097,1.561,0.548,97636.0,0.878,2.808,0.8,0,0.056499999999999995
APP006249,2025-09-30,Female,42,Master,Single,1,Owned,1,Chennai,Salaried,Education,398000.0,3,1,Auto Loan,522000.0,36,9.38,775,2,2,4,0,0,2,3,350100.0,87.5,0,0,28200.0,0.097,23800.0,69.9,30.1,0,72.7,23,9.7,0,1,0.88,1.312,0.641,16692.0,0.503,0.85,0.3,0,0.03921482412060304
APP006250,2025-04-18,Male,36,High School,Married,1,Mortgaged,2,Bangalore,Business Owner,IT/Software,1434000.0,7,0,Personal Loan,2096000.0,36,11.62,748,7,5,17,0,0,2,3,19400.0,73.1,1,0,421800.0,0.238,60600.0,69.0,31.0,1,90.6,25,37.1,1,0,0.014,1.462,0.252,69237.0,0.579,3.53,1.4,0,0.16799999999999998
APP006251,2025-12-13,Male,33,Bachelor,Married,1,Mortgaged,0,Delhi,Salaried,Healthcare,253000.0,4,4,Business Loan,740000.0,48,12.38,777,2,2,3,0,0,2,4,100600.0,98.9,0,0,15900.0,0.05,8800.0,42.3,57.7,1,71.6,28,23.4,2,0,0.398,2.925,0.719,19625.0,0.931,0.754,0.2,0,0.02
APP006252,2025-10-11,Male,32,Bachelor,Divorced,0,Rented,4,Bangalore,Salaried,Manufacturing,799000.0,6,1,Auto Loan,2843000.0,72,8.27,763,2,1,3,0,0,1,5,204300.0,23.7,0,0,86700.0,0.05,32200.0,35.0,65.0,2,73.6,32,9.0,2,0,0.256,3.558,0.898,50223.0,0.754,1.302,0.2,0,0.03425
APP006253,2025-07-06,Male,46,Bachelor,Married,2,Rented,16,Bangalore,Business Owner,Government,785000.0,16,0,Auto Loan,2782000.0,48,10.02,669,2,1,49,0,0,3,5,1193400.0,97.8,1,0,219100.0,0.105,44300.0,30.5,69.5,0,93.6,33,38.7,0,0,1.52,3.544,0.358,70585.0,1.079,3.349,4.1,1,0.23775000000000002
APP006254,2025-02-14,Male,30,Bachelor,Married,1,Mortgaged,1,Hyderabad,Salaried,Manufacturing,414000.0,5,5,Education Loan,722000.0,60,10.31,642,2,2,125,1,60,2,5,823100.0,25.5,0,0,103600.0,0.05,29400.0,32.3,67.7,0,82.7,33,34.8,0,0,1.988,1.744,0.477,15451.0,0.448,3.003,10.4,0,0.14783333333333334
APP006255,2025-03-03,Male,40,Bachelor,Married,0,Owned,13,Mumbai,Salaried,Manufacturing,220000.0,5,0,Business Loan,489000.0,120,15.93,790,4,2,36,0,0,1,3,1297200.0,6.4,0,0,34000.0,0.256,15900.0,50.8,49.2,0,99.4,30,19.3,1,0,5.896,2.223,0.886,8170.0,0.446,1.855,3.0,0,0.1475
APP006256,2025-01-28,Male,31,High School,Single,1,Living with Parents,6,Other,Salaried,Education,330000.0,2,2,Auto Loan,494000.0,36,9.38,546,6,2,36,5,90,1,2,427600.0,18.4,0,0,73500.0,1.102,12400.0,31.4,68.6,0,80.3,27,7.4,0,0,1.296,1.497,0.812,15797.0,0.574,2.673,3.0,1,0.41817575757575753
APP006257,2025-04-11,Female,54,Bachelor,Married,1,Rented,1,Bangalore,Business Owner,Retail,1155000.0,2,0,Home Loan,4469000.0,240,8.87,658,3,3,70,0,0,0,3,834900.0,78.2,2,0,190700.0,0.065,76000.0,60.6,39.4,0,78.8,40,18.5,1,0,0.723,3.869,0.811,39836.0,0.414,1.981,5.8,0,0.2827857142857143
APP006258,2025-01-02,Female,42,Bachelor,Married,1,Mortgaged,5,Hyderabad,Self-Employed,Education,755000.0,4,0,Personal Loan,2189000.0,60,12.39,709,4,1,11,0,0,0,2,35200.0,62.1,0,0,182400.0,0.947,29800.0,38.7,61.3,0,82.4,33,7.7,0,1,0.047,2.899,0.594,49126.0,0.781,2.899,0.9,0,0.1201
APP006259,2025-08-04,Female,47,Master,Married,1,Mortgaged,2,Bangalore,Salaried,Manufacturing,185000.0,0,0,Home Loan,1468000.0,180,8.9,589,2,2,6,0,0,2,4,826300.0,57.9,0,0,33300.0,0.923,12900.0,38.2,61.8,0,78.7,25,22.5,2,1,4.466,7.935,0.762,14802.0,0.96,2.16,0.5,0,0.2889
APP006260,2025-01-17,Male,29,Bachelor,Divorced,0,Owned,0,Kolkata,Salaried,Education,447000.0,5,0,Home Loan,2944000.0,360,8.43,674,2,0,57,0,0,1,3,672700.0,42.0,0,0,111900.0,0.748,21400.0,54.6,45.4,0,83.7,39,26.7,0,2,1.505,6.586,0.563,22491.0,0.604,3.004,4.8,0,0.26890000000000003
APP006261,2025-07-05,Male,45,Bachelor,Married,0,Mortgaged,0,Chennai,Salaried,Other,150000.0,2,1,Home Loan,1065000.0,300,8.65,619,1,1,249,0,0,3,4,191800.0,6.9,0,0,41800.0,0.169,10600.0,42.9,57.1,0,87.0,28,20.2,1,0,1.279,7.1,0.567,8684.0,0.695,3.344,20.8,0,0.08811666666666662
APP006262,2025-09-07,Female,31,Other,Married,1,Mortgaged,0,Bangalore,Salaried,IT/Software,584000.0,8,3,Auto Loan,1881000.0,36,9.83,665,4,1,9,0,0,3,5,226400.0,41.0,0,0,149600.0,0.298,20900.0,34.1,65.9,0,99.1,25,17.8,2,0,0.388,3.221,0.178,60545.0,1.244,3.074,0.8,0,0.02
APP006263,2025-10-08,Male,36,High School,Divorced,1,Owned,7,Other,Business Owner,IT/Software,1422000.0,0,0,Education Loan,6518000.0,120,10.16,774,2,1,10,0,0,1,2,225200.0,4.6,0,0,331600.0,0.408,96100.0,49.4,50.6,0,81.6,30,21.0,1,0,0.158,4.584,0.271,86714.0,0.732,2.798,0.8,0,0.051500000000000004
APP006264,2025-11-19,Female,51,High School,Married,2,Living with Parents,10,Jaipur,Salaried,Manufacturing,245000.0,7,0,Home Loan,1731000.0,120,8.21,683,2,1,100,1,60,2,3,412400.0,26.8,1,0,43600.0,0.173,11000.0,59.1,40.9,1,98.5,26,20.1,1,0,1.683,7.065,0.753,21194.0,1.038,2.136,8.3,0,0.3675833333333334
APP006265,2025-02-02,Female,24,Bachelor,Married,1,Rented,3,Delhi,Self-Employed,IT/Software,664000.0,3,0,Home Loan,3952000.0,300,8.84,720,3,2,31,2,30,4,5,1145300.0,22.9,0,1,48800.0,0.701,23600.0,51.1,48.9,0,83.6,43,5.4,0,0,1.725,5.952,0.375,32733.0,0.592,0.882,2.6,1,0.3317166666666667
APP006266,2025-11-28,Male,37,High School,Single,0,Owned,3,Kolkata,Freelancer,IT/Software,100000.0,3,1,Personal Loan,270000.0,12,10.6,685,3,2,39,1,30,2,4,1169500.0,55.3,2,0,27900.0,0.44,5600.0,43.8,56.2,0,94.4,30,9.0,0,0,11.695,2.7,0.518,23813.0,2.858,3.348,3.2,0,0.28041666666666665
APP006267,2025-06-04,Female,39,Bachelor,Married,2,Owned,5,Kolkata,Salaried,Retail,333000.0,0,0,Consumer Durable,83000.0,24,13.58,636,1,1,62,0,0,3,7,71000.0,66.7,0,0,59300.0,1.135,15400.0,69.6,30.4,3,95.5,29,23.0,1,0,0.213,0.249,0.658,3969.0,0.143,2.137,5.2,1,0.20775
APP006268,2025-02-16,Male,40,High School,Divorced,0,Rented,6,Mumbai,Salaried,Healthcare,438000.0,2,2,Auto Loan,1262000.0,36,8.66,786,2,2,10,0,0,1,3,56200.0,88.5,0,0,112900.0,0.137,17200.0,51.2,48.8,1,75.5,36,38.0,0,0,0.128,2.881,0.85,39932.0,1.094,3.093,0.8,0,0.02
APP006269,2025-01-15,Male,30,High School,Married,1,Owned,1,Other,Salaried,IT/Software,416000.0,16,2,Business Loan,4055000.0,84,13.32,699,0,0,44,0,0,4,8,180700.0,88.6,0,0,22800.0,0.291,16300.0,54.3,45.7,0,95.8,35,39.1,0,0,0.434,9.748,0.758,74476.0,2.148,0.658,3.7,0,0.02
APP006270,2025-10-28,Female,55,Bachelor,Married,1,Owned,0,Delhi,Business Owner,Manufacturing,955000.0,0,0,Home Loan,2549000.0,240,8.78,807,5,2,112,1,30,4,5,670600.0,53.8,0,0,153700.0,0.28,62500.0,63.5,36.5,0,98.6,21,31.5,1,0,0.702,2.669,0.323,22575.0,0.284,1.931,9.3,0,0.17013656195462476
APP006271,2025-04-12,Male,22,Bachelor,Married,0,Living with Parents,2,Other,Salaried,Banking/Finance,427000.0,0,0,Credit Card,191000.0,12,35.6,657,3,3,87,0,0,1,3,457000.0,74.6,0,0,125400.0,0.712,29400.0,31.7,68.3,0,88.2,26,24.2,2,0,1.07,0.447,0.138,19150.0,0.538,3.524,7.2,0,0.1883757611241218
APP006272,2025-05-22,Female,49,Master,Married,1,Mortgaged,5,Pune,Salaried,Healthcare,455000.0,9,1,Personal Loan,339000.0,36,12.04,708,5,4,45,1,60,2,2,417500.0,81.4,0,0,113000.0,0.18,26300.0,51.9,48.1,0,98.4,32,34.0,0,0,0.918,0.745,0.868,11266.0,0.297,2.98,3.8,0,0.09309157509157509
APP006273,2025-06-13,Male,47,Master,Single,4,Rented,8,Chennai,Salaried,IT/Software,307000.0,3,3,Personal Loan,469000.0,12,11.2,718,3,2,259,0,0,2,3,37700.0,98.0,0,0,29700.0,0.386,15000.0,49.7,50.3,1,93.0,36,25.9,1,0,0.123,1.528,0.609,41495.0,1.622,1.161,21.6,0,0.02
