applicant_id,credit_score,num_credit_accounts,num_active_accounts,credit_history_months,num_delinquent_accounts,max_dpd_last_12m,num_enquiries_6m,num_enquiries_12m,total_outstanding_debt,secured_loan_percentage,num_written_off_accounts,num_settled_accounts
APP005395,724,2,2,22,0,0,4,5,706600.0,5.4,0,0
APP005396,711,3,2,111,1,30,0,2,41000.0,61.5,0,0
APP005397,812,0,0,108,0,0,0,0,309800.0,31.6,0,0
APP005398,738,4,3,13,0,0,2,6,576200.0,63.7,0,0
APP005399,586,3,3,61,0,0,2,6,1536500.0,29.3,0,0
APP005400,760,4,1,12,0,0,3,4,106600.0,21.9,0,0
APP005401,700,4,1,91,0,0,0,1,397400.0,39.1,0,0
APP005402,584,1,1,12,0,0,3,4,522300.0,39.7,0,0
APP005403,606,2,2,15,1,60,2,7,91900.0,99.5,0,0
APP005404,794,3,3,4,1,30,1,2,1821600.0,31.5,0,0
APP005405,706,3,2,83,1,30,1,3,323400.0,70.0,0,0
APP005406,670,2,1,282,1,60,2,4,1305800.0,83.2,0,2
APP005407,651,3,2,11,1,120,2,2,220400.0,87.6,2,1
APP005408,765,1,1,72,0,0,1,2,171800.0,9.0,0,0
APP005409,787,2,0,64,0,0,1,3,131700.0,94.5,2,0
APP005410,598,3,3,4,1,30,3,5,415600.0,9.3,0,1
APP005411,657,3,3,13,2,120,6,8,246200.0,20.2,0,0
APP005412,664,2,2,23,1,30,3,5,231600.0,96.8,0,0
APP005413,750,4,1,15,1,60,1,2,703500.0,72.8,1,0
APP005414,766,6,1,48,0,0,3,7,152800.0,23.1,0,0
APP005415,883,2,2,36,0,0,1,1,108300.0,17.1,0,0
APP005416,704,2,0,6,0,0,3,3,335000.0,1.8,0,0
APP005417,688,2,0,4,0,0,0,2,488100.0,27.1,0,0
APP005418,676,1,1,58,0,0,2,2,101500.0,75.9,0,0
APP005419,646,4,1,15,1,120,0,1,487400.0,81.0,0,0
APP005420,687,3,3,20,0,0,2,3,781100.0,68.6,0,0
APP005421,566,3,1,87,1,180,3,4,819100.0,93.2,2,0
APP005422,645,5,2,54,1,30,7,9,93000.0,87.0,1,0
APP005423,703,3,2,15,0,0,3,5,256700.0,30.6,0,0
APP005424,681,0,0,126,0,0,2,3,1318800.0,7.7,0,0
APP005425,891,1,1,67,4,30,0,2,763500.0,83.2,0,0
APP005426,702,1,1,62,0,0,2,5,106100.0,30.7,0,0
APP005427,699,6,2,82,0,0,3,3,42800.0,63.0,0,0
APP005428,730,2,2,89,0,0,1,2,1701500.0,23.0,0,0
APP005429,686,4,3,127,1,120,5,6,193000.0,78.8,0,0
APP005430,834,4,2,27,0,0,1,5,86400.0,45.0,1,0
APP005431,502,3,2,64,0,0,0,4,825900.0,1.7,0,0
APP005432,758,5,2,45,1,90,2,3,24000.0,20.8,0,1
APP005433,533,7,1,39,1,60,4,4,789900.0,54.0,0,0
APP005434,648,4,4,5,0,0,6,9,179500.0,86.8,0,0
APP005435,723,2,0,314,0,0,1,3,352200.0,59.7,0,0
APP005436,796,5,2,249,0,0,2,3,1376800.0,75.8,0,0
APP005437,633,3,1,68,1,90,0,2,972100.0,89.3,0,0
APP005438,708,1,1,42,1,60,1,4,413300.0,2.0,0,0
APP005439,803,0,0,15,0,0,4,4,713300.0,5.3,0,0
APP005440,490,0,0,10,0,0,1,4,129000.0,72.9,0,0
APP005441,686,4,3,78,3,90,1,3,22800.0,41.3,0,1
APP005442,809,6,5,34,1,60,0,0,140700.0,6.7,0,0
APP005443,692,4,3,53,1,60,1,4,464000.0,68.6,0,0
APP005444,704,4,2,59,1,30,0,3,190200.0,83.2,2,0
APP005445,677,2,0,69,1,30,0,1,934900.0,86.0,0,0
APP005446,759,1,0,18,3,30,3,9,263000.0,99.0,0,0
APP005447,570,1,1,23,2,30,0,2,246400.0,41.6,0,0
APP005448,676,3,3,17,2,120,0,1,229500.0,21.7,0,0
APP005449,644,0,0,142,1,60,2,4,784300.0,57.7,0,0
APP005450,686,2,2,51,0,0,1,5,139400.0,54.1,0,0
APP005451,806,2,2,155,1,90,3,4,936500.0,91.7,0,0
APP005452,808,3,1,100,0,0,1,5,135400.0,2.8,0,0
APP005453,680,0,0,9,1,30,2,4,328100.0,16.6,0,0
APP005454,476,6,3,28,0,0,1,2,43200.0,98.4,2,0
APP005455,692,1,1,135,0,0,1,4,1502300.0,78.4,0,0
APP005456,669,2,0,116,0,0,2,5,1123800.0,25.1,0,0
APP005457,658,5,0,265,0,0,1,3,433400.0,54.1,0,0
APP005458,698,1,1,41,0,0,1,2,107400.0,41.6,0,0
APP005459,724,2,0,26,2,30,2,3,410000.0,54.1,0,0
APP005460,700,5,0,47,2,60,2,5,277000.0,99.4,0,0
APP005461,581,9,1,2,0,0,1,1,53600.0,41.7,0,2
APP005462,799,2,1,43,0,0,2,4,1545800.0,70.4,0,0
APP005463,693,0,0,85,0,0,2,3,232800.0,71.0,0,0
APP005464,711,3,1,25,0,0,2,4,22600.0,52.6,2,0
APP005465,523,1,1,22,1,30,1,3,1102500.0,55.4,0,0
APP005466,580,2,1,94,0,0,2,3,16500.0,7.8,0,0
APP005467,755,2,0,132,2,60,3,4,376800.0,66.9,0,0
APP005468,576,2,0,84,3,180,4,8,322300.0,73.4,0,0
APP005469,522,5,0,105,1,60,2,7,316700.0,72.9,0,0
APP005470,769,1,1,3,0,0,0,3,397300.0,92.4,0,0
APP005471,532,0,0,2,0,0,1,3,1495500.0,88.7,0,0
APP005472,813,1,1,152,0,0,0,2,21000.0,76.3,0,0
APP005473,793,3,1,31,0,0,0,0,498800.0,9.3,0,0
APP005474,753,2,0,39,0,0,3,5,293800.0,5.6,0,1
APP005475,809,2,2,115,0,0,2,4,478900.0,24.6,0,0
APP005476,642,3,0,9,0,0,3,7,387500.0,2.8,0,0
APP005477,688,4,2,15,0,0,4,6,209700.0,67.9,0,0
APP005478,731,1,1,14,0,0,1,2,253400.0,24.2,0,1
APP005479,695,4,1,69,2,30,2,4,310200.0,21.1,0,0
APP005480,685,2,2,20,2,90,3,5,1297800.0,63.7,0,0
APP005481,702,5,4,111,0,0,4,6,498300.0,89.7,0,1
APP005482,690,1,1,7,1,30,3,4,146800.0,53.1,0,0
APP005483,604,3,1,50,1,90,1,3,654100.0,38.3,0,0
APP005484,662,5,2,12,5,120,2,6,315400.0,34.4,0,0
APP005485,829,4,2,31,0,0,0,0,1149500.0,3.5,1,1
APP005486,810,2,2,9,0,0,1,5,529200.0,8.7,0,1
APP005487,803,2,1,4,0,0,1,3,1386300.0,42.3,0,0
APP005488,785,5,1,13,0,0,2,4,1222200.0,87.7,0,0
APP005489,691,1,1,18,2,30,2,3,487200.0,39.8,0,0
APP005490,640,5,3,183,0,0,5,7,324600.0,68.6,0,0
APP005491,721,3,1,20,4,90,2,4,121200.0,63.7,0,0
APP005492,595,1,1,161,1,60,3,6,49600.0,75.8,0,0
APP005493,790,4,0,53,0,0,1,2,452200.0,14.3,0,0
APP005494,732,0,0,360,0,0,1,5,153700.0,71.3,0,0
APP005495,757,2,1,29,0,0,2,5,1961700.0,89.5,0,0
APP005496,818,4,4,9,0,0,1,5,666400.0,43.4,0,1
APP005497,711,2,2,17,1,30,2,6,228500.0,85.6,0,0
APP005498,701,3,3,93,1,30,2,3,129300.0,52.4,0,0
APP005499,792,6,2,115,1,30,1,1,569500.0,85.5,0,0
APP005500,772,5,1,25,1,120,2,3,61200.0,35.7,0,0
APP005501,714,5,1,65,1,60,3,4,867900.0,25.9,1,0
APP005502,644,3,3,18,0,0,1,3,407000.0,31.4,0,0
APP005503,763,4,3,66,0,0,3,4,1121800.0,43.0,0,0
APP005504,685,5,3,6,0,0,2,2,509400.0,53.9,0,0
APP005505,704,4,3,25,0,0,3,4,738700.0,74.1,0,0
APP005506,709,5,3,50,0,0,2,3,330900.0,75.0,1,0
APP005507,684,3,1,16,0,0,1,1,148200.0,5.0,0,0
APP005508,746,4,2,50,2,90,0,4,736900.0,96.7,0,0
APP005509,795,2,2,65,3,60,2,3,100.0,72.1,0,0
APP005510,715,6,4,61,1,30,3,4,44400.0,95.7,0,2
APP005511,675,4,2,10,0,0,3,3,27800.0,24.5,0,0
APP005512,550,3,1,23,1,30,1,4,485900.0,72.7,0,0
APP005513,713,4,1,253,0,0,0,4,279900.0,12.1,1,0
APP005514,735,1,0,25,0,0,2,3,163800.0,3.8,0,0
APP005515,752,2,2,42,0,0,2,3,42000.0,4.8,0,0
APP005516,708,5,3,15,0,0,1,4,372900.0,82.6,0,0
APP005517,847,1,1,4,0,0,1,3,39500.0,18.3,0,0
APP005518,692,4,0,18,0,0,2,5,1246800.0,30.4,0,0
APP005519,877,4,2,7,0,0,1,2,1182500.0,33.1,0,0
APP005520,756,5,2,29,0,0,1,3,1168600.0,51.7,0,0
APP005521,747,4,2,39,1,30,4,8,406000.0,17.5,1,0
APP005522,739,5,2,198,5,30,0,4,56900.0,91.4,0,0
APP005523,607,1,1,4,2,30,1,3,2014600.0,9.3,0,0
APP005524,796,3,2,24,0,0,2,5,486200.0,13.1,0,0
APP005525,558,4,3,49,0,0,4,6,10600.0,6.9,0,0
APP005526,728,4,3,77,1,30,0,1,231900.0,95.9,0,0
APP005527,722,1,1,65,2,30,2,6,579300.0,28.2,0,0
APP005528,895,1,1,26,4,30,0,3,26700.0,17.4,3,0
APP005529,780,3,3,10,2,30,1,6,353200.0,35.5,0,0
APP005530,793,2,2,60,0,0,0,1,471900.0,30.6,1,0
APP005531,716,2,2,189,0,0,0,2,465400.0,4.2,0,0
APP005532,551,5,4,73,0,0,0,2,665800.0,57.2,0,0
APP005533,699,1,1,165,1,30,2,4,487100.0,47.3,0,0
APP005534,506,1,1,99,1,120,1,2,142800.0,63.1,0,0
APP005535,655,2,2,9,3,90,3,6,316700.0,57.4,0,0
APP005536,823,5,3,35,1,90,2,4,386600.0,60.9,0,0
APP005537,603,1,1,16,0,0,0,3,344500.0,19.4,0,1
APP005538,773,2,2,194,0,0,2,5,98000.0,47.6,0,1
APP005539,684,6,2,50,0,0,1,4,891300.0,5.3,0,0
APP005540,654,2,2,11,1,60,1,3,83700.0,63.3,0,0
APP005541,728,4,1,127,2,90,2,3,297300.0,28.8,0,1
APP005542,689,4,4,40,0,0,0,1,185800.0,34.0,1,1
APP005543,709,4,0,50,3,30,1,2,53100.0,58.7,0,1
APP005544,900,2,2,23,2,60,2,3,1264100.0,23.1,1,0
APP005545,711,5,0,26,0,0,0,1,551500.0,99.9,0,0
APP005546,800,1,0,70,0,0,3,5,356200.0,85.8,0,0
APP005547,736,1,1,21,0,0,4,8,95400.0,84.4,1,0
APP005548,773,2,2,36,0,0,1,2,249900.0,18.0,0,0
APP005549,746,4,1,21,0,0,0,1,280000.0,9.5,0,0
APP005550,599,8,5,122,0,0,8,9,1839000.0,82.6,0,0
APP005551,657,5,2,78,2,30,2,4,191200.0,69.3,0,0
APP005552,654,5,3,63,0,0,1,2,1399600.0,77.7,0,0
APP005553,720,6,4,60,0,0,0,1,25300.0,85.2,0,0
APP005554,578,4,0,30,0,0,5,7,2219600.0,90.2,0,0
APP005555,627,3,1,101,1,120,3,8,1041300.0,17.2,0,0
APP005556,546,5,2,89,0,0,2,2,553300.0,12.6,0,0
APP005557,699,4,3,33,4,90,1,1,711200.0,15.0,0,0
APP005558,648,3,2,51,1,90,0,3,211400.0,80.9,0,0
APP005559,600,4,1,21,0,0,2,7,335100.0,2.4,1,0
APP005560,643,4,2,19,1,60,1,6,494600.0,80.5,0,0
APP005561,613,2,0,161,0,0,2,3,474700.0,38.0,0,0
APP005562,787,1,0,54,0,0,3,5,206100.0,1.3,0,0
APP005563,711,4,3,191,0,0,1,2,233400.0,74.4,0,0
APP005564,731,0,0,43,3,30,2,4,1812900.0,15.1,0,0
APP005565,637,5,3,68,3,30,2,6,111800.0,12.9,3,0
APP005566,688,4,3,17,1,60,1,3,114000.0,95.6,2,0
APP005567,900,4,0,150,0,0,0,3,1421700.0,91.6,0,0
APP005568,756,5,2,70,1,60,3,7,27600.0,73.0,0,0
APP005569,741,2,1,74,1,30,1,6,385800.0,48.8,1,0
APP005570,804,3,0,12,1,90,4,6,2700.0,25.5,1,0
APP005571,776,4,4,70,0,0,1,2,1410700.0,92.5,0,0
APP005572,754,3,3,144,5,120,1,1,788100.0,11.4,0,1
APP005573,719,2,2,16,0,0,4,8,588900.0,2.7,0,0
APP005574,614,2,2,7,0,0,2,3,835400.0,18.0,0,1
APP005575,698,2,0,74,0,0,2,5,1034500.0,93.4,0,0
APP005576,618,4,1,1,0,0,0,2,265300.0,21.2,0,0
APP005577,783,3,0,33,1,90,2,4,33600.0,76.6,2,0
APP005578,692,2,2,1,1,30,3,5,263500.0,4.9,0,0
APP005579,775,1,1,14,3,120,4,7,654600.0,33.6,1,0
APP005580,651,5,3,60,1,60,0,4,548300.0,51.6,0,0
APP005581,607,4,2,5,0,0,2,2,422100.0,90.4,0,0
APP005582,763,5,3,7,0,0,3,5,14500.0,74.5,0,0
APP005583,601,1,1,65,0,0,4,8,1023700.0,37.3,0,0
APP005584,836,4,0,89,0,0,3,7,897500.0,0.3,0,1
APP005585,764,1,0,22,0,0,0,0,15500.0,13.9,0,1
APP005586,677,6,2,52,2,30,2,5,1769200.0,42.7,0,0
APP005587,648,2,2,53,0,0,1,2,595900.0,23.5,1,0
APP005588,624,5,1,21,0,0,4,6,511200.0,13.8,0,0
APP005589,668,4,0,19,1,120,3,4,793900.0,8.6,0,0
APP005590,782,2,2,57,0,0,5,5,992600.0,51.5,0,0
APP005591,716,3,3,4,0,0,3,4,128700.0,17.4,1,1
APP005592,724,2,2,91,1,30,5,9,1393000.0,67.7,0,1
APP005593,714,0,0,69,0,0,2,2,417400.0,5.4,0,0
APP005594,504,7,2,4,0,0,3,3,9600.0,95.8,0,0
APP005595,769,2,0,77,0,0,1,3,447300.0,12.7,0,1
APP005596,610,4,1,44,0,0,2,6,117200.0,61.5,0,0
APP005597,695,3,0,0,0,0,4,6,575300.0,59.3,1,0
APP005598,866,7,3,56,0,0,2,3,390400.0,57.7,0,0
APP005599,737,4,2,166,1,90,1,1,982300.0,29.6,0,0
APP005600,596,2,2,43,0,0,3,4,230400.0,31.5,0,0
APP005601,728,6,3,122,0,0,3,6,578600.0,93.6,0,0
APP005602,749,1,1,1,0,0,2,4,1422600.0,42.9,2,0
APP005603,671,6,2,11,2,120,2,4,49400.0,28.1,0,1
APP005604,607,3,1,31,1,90,1,5,275000.0,63.0,0,0
APP005605,821,2,2,47,0,0,0,1,2355100.0,15.8,0,0
APP005606,729,4,1,174,0,0,4,7,149100.0,97.9,0,0
APP005607,639,7,2,9,1,60,2,5,15100.0,47.8,0,0
APP005608,705,3,1,18,0,0,2,4,222300.0,50.9,0,0
APP005609,673,6,2,36,4,30,2,3,116600.0,77.8,0,0
APP005610,676,2,2,25,2,90,0,2,704400.0,13.0,0,1
APP005611,687,5,0,72,2,30,1,3,636400.0,20.7,0,0
APP005612,686,3,2,16,0,0,4,4,1130300.0,48.6,0,0
APP005613,627,6,2,33,0,0,3,3,240500.0,90.0,0,0
APP005614,701,4,1,10,0,0,2,2,208000.0,40.7,0,0
APP005615,631,5,1,8,0,0,5,7,268900.0,31.8,1,0
APP005616,711,3,0,12,5,60,3,4,1742200.0,66.2,0,0
APP005617,700,2,2,31,1,60,0,1,835600.0,31.0,0,0
APP005618,787,1,1,5,0,0,2,3,32200.0,54.7,0,0
APP005619,770,3,3,56,0,0,1,2,32300.0,42.4,0,0
APP005620,695,2,0,32,0,0,0,1,134500.0,1.8,0,0
APP005621,681,3,0,18,0,0,1,2,357600.0,82.3,0,0
APP005622,830,4,2,56,2,120,0,2,418000.0,36.4,0,0
APP005623,702,4,0,61,0,0,0,3,1192200.0,61.6,0,0
APP005624,728,3,0,143,1,30,0,3,3299000.0,59.5,0,0
APP005625,750,1,1,2,0,0,0,3,153800.0,52.7,0,0
APP005626,654,2,1,177,0,0,2,6,124800.0,28.8,0,0
APP005627,565,1,1,30,0,0,3,4,289900.0,28.2,0,0
APP005628,584,2,2,19,0,0,0,0,1368100.0,57.5,0,0
APP005629,647,6,1,16,0,0,0,1,357200.0,97.6,0,0
APP005630,643,1,0,105,3,60,0,3,49000.0,25.1,0,0
APP005631,656,3,2,25,2,60,2,5,505800.0,23.2,0,0
APP005632,636,2,2,5,0,0,0,2,173600.0,14.4,0,0
APP005633,717,2,1,39,2,60,1,5,642400.0,56.8,2,0
APP005634,692,1,0,51,0,0,1,5,670200.0,93.0,0,0
APP005635,545,5,2,5,0,0,2,4,1051800.0,85.5,0,0
APP005636,810,1,1,64,0,0,0,3,3239300.0,54.2,2,0
APP005637,601,1,1,177,0,0,1,3,495600.0,24.6,0,0
APP005638,600,3,3,125,1,90,1,6,320700.0,86.2,0,0
APP005639,818,2,2,282,3,30,1,2,684500.0,54.1,0,0
APP005640,667,3,0,60,0,0,0,2,111800.0,2.2,0,1
APP005641,699,1,0,10,1,30,1,3,30700.0,33.3,0,0
APP005642,793,0,0,47,0,0,1,3,119400.0,10.0,1,0
APP005643,719,1,1,24,0,0,2,6,475700.0,78.8,0,2
APP005644,572,3,2,41,0,0,1,4,25000.0,95.4,1,1
APP005645,674,4,3,24,2,30,2,4,799200.0,13.6,0,0
APP005646,843,4,3,35,0,0,1,6,315200.0,43.5,0,0
APP005647,603,1,1,16,0,0,1,4,131100.0,92.3,0,0
APP005648,536,0,0,93,0,0,2,3,1704200.0,76.6,0,0
APP005649,806,0,0,132,0,0,1,3,409200.0,46.0,0,0
APP005650,722,2,1,49,0,0,0,1,1070600.0,5.6,0,0
APP005651,727,4,4,71,0,0,2,3,315100.0,25.6,0,0
APP005652,900,1,1,5,1,60,2,5,345800.0,51.1,3,0
APP005653,800,4,4,45,0,0,2,2,133500.0,28.3,0,0
APP005654,654,2,2,30,1,30,2,4,1018300.0,12.2,0,0
APP005655,765,1,1,39,0,0,2,4,421100.0,44.7,1,0
APP005656,609,3,3,15,2,90,2,3,222300.0,91.5,0,0
APP005657,757,1,1,22,0,0,5,6,155400.0,8.4,2,0
APP005658,716,1,0,1,0,0,1,1,1249700.0,12.3,0,0
APP005659,678,3,2,14,0,0,0,2,29400.0,45.6,0,0
APP005660,593,3,2,268,0,0,0,1,1036600.0,20.4,0,2
APP005661,776,1,1,45,0,0,3,5,137000.0,37.4,1,0
APP005662,856,5,1,56,0,0,0,1,767600.0,12.3,0,0
APP005663,724,5,3,326,0,0,4,6,119300.0,38.0,0,0
APP005664,680,3,1,84,1,120,2,4,672300.0,71.5,0,0
APP005665,802,3,1,161,0,0,3,9,241200.0,10.2,0,0
APP005666,771,3,1,104,1,60,3,5,816100.0,46.8,0,0
APP005667,587,2,1,8,3,30,1,4,427900.0,37.1,0,1
APP005668,761,1,0,58,1,30,3,6,188700.0,62.7,0,0
APP005669,740,1,1,35,0,0,0,1,391900.0,83.9,0,0
APP005670,603,4,3,215,2,30,3,4,480800.0,80.5,2,0
APP005671,635,3,2,74,0,0,5,8,238200.0,6.1,1,1
APP005672,676,3,3,9,0,0,2,4,608900.0,52.9,0,0
APP005673,754,4,3,135,1,90,3,4,140800.0,78.6,0,0
APP005674,664,5,1,67,0,0,5,7,237400.0,3.7,0,0
APP005675,689,2,2,26,0,0,1,4,849200.0,57.4,0,0
APP005676,634,2,0,13,1,30,2,4,4100.0,95.7,0,1
APP005677,654,5,0,101,2,30,1,3,64600.0,32.4,0,0
APP005678,772,3,3,18,0,0,3,4,1151400.0,21.3,0,0
APP005679,687,2,2,71,0,0,0,1,979900.0,90.1,0,0
APP005680,702,3,2,143,0,0,0,4,84600.0,6.3,0,0
APP005681,745,2,2,35,0,0,2,6,255300.0,75.2,0,1
APP005682,648,1,1,13,0,0,1,3,814600.0,54.2,0,0
APP005683,786,2,1,67,0,0,3,8,1253600.0,49.3,0,0
APP005684,597,3,3,107,0,0,0,1,1369900.0,36.1,0,1
APP005685,585,4,1,66,2,60,3,3,98600.0,29.1,0,0
APP005686,711,1,1,3,3,90,1,2,280700.0,14.3,0,0
APP005687,700,7,3,51,0,0,2,3,1839000.0,12.2,0,0
APP005688,666,2,1,12,1,60,4,8,507700.0,40.5,0,1
APP005689,816,5,2,360,0,0,1,1,311800.0,41.3,0,0
APP005690,732,1,1,44,1,30,0,1,552800.0,35.7,0,0
APP005691,765,1,1,67,0,0,2,3,395000.0,34.0,1,0
APP005692,592,3,1,157,0,0,2,5,141800.0,69.7,0,0
APP005693,774,2,2,28,1,30,0,2,1333700.0,2.5,0,0
APP005694,779,1,1,83,0,0,2,3,4043900.0,82.9,0,0
APP005695,841,2,2,29,1,30,3,4,1018500.0,10.9,0,0
APP005696,799,2,1,57,1,30,2,4,1200800.0,24.9,2,0
APP005697,634,2,2,49,1,180,0,5,112000.0,94.9,1,0
APP005698,665,0,0,79,4,60,2,4,378600.0,40.5,0,0
APP005699,567,5,2,5,0,0,3,4,1152600.0,0.7,0,0
APP005700,853,3,2,2,0,0,0,0,136500.0,53.1,1,0
APP005701,821,0,0,16,0,0,5,7,273600.0,27.6,0,0
APP005702,791,4,0,57,0,0,1,2,250000.0,24.8,0,0
APP005703,782,2,2,19,0,0,1,3,452200.0,86.4,0,1
APP005704,623,2,2,62,0,0,3,6,250900.0,99.1,0,0
APP005705,574,3,3,33,2,60,1,2,2186100.0,48.8,1,0
APP005706,735,3,3,24,0,0,1,2,489600.0,78.1,0,0
APP005707,673,4,4,130,1,60,1,6,106500.0,47.3,0,0
APP005708,763,2,0,81,0,0,0,2,1099700.0,30.6,2,0
APP005709,666,3,3,19,0,0,0,4,456600.0,9.1,0,0
APP005710,772,5,4,97,0,0,2,2,650600.0,76.1,0,0
APP005711,742,4,4,65,0,0,2,3,641700.0,99.3,0,0
APP005712,514,3,2,77,0,0,1,4,130800.0,46.1,0,0
APP005713,722,7,1,14,0,0,2,4,331700.0,70.5,0,0
APP005714,680,3,3,158,2,60,4,5,183400.0,86.7,0,0
APP005715,649,1,1,55,3,90,2,4,969000.0,43.7,0,0
APP005716,794,2,1,112,0,0,1,6,41100.0,30.3,0,0
APP005717,629,3,3,21,5,60,3,5,485500.0,59.6,2,0
APP005718,765,2,2,99,1,60,3,5,212400.0,22.2,1,0
APP005719,679,3,2,114,0,0,3,7,25900.0,94.6,0,0
APP005720,612,6,1,14,0,0,4,6,1382800.0,71.3,0,2
APP005721,618,4,4,45,0,0,3,4,1634800.0,92.2,0,0
APP005722,729,3,1,15,0,0,0,0,61200.0,4.5,0,0
APP005723,681,2,2,2,0,0,3,8,262600.0,15.8,0,0
APP005724,624,4,1,49,3,60,0,0,1764200.0,34.0,0,0
APP005725,651,2,2,185,2,60,2,3,159700.0,53.3,0,0
APP005726,614,2,0,12,0,0,3,7,42400.0,89.7,0,0
APP005727,734,3,2,39,0,0,1,2,450600.0,32.0,0,0
APP005728,571,1,1,96,1,90,2,5,37900.0,31.6,0,0
APP005729,679,3,3,2,1,30,2,4,191600.0,56.4,0,0
APP005730,572,2,2,201,1,30,1,4,223600.0,26.7,0,0
APP005731,814,6,5,65,5,120,2,2,962800.0,87.4,0,0
APP005732,699,1,1,92,0,0,1,5,253600.0,34.9,0,0
APP005733,843,6,1,36,1,120,0,3,265500.0,91.8,0,0
APP005734,659,5,2,7,0,0,3,4,462300.0,1.2,0,0
APP005735,606,4,2,116,0,0,2,6,446000.0,81.8,0,0
APP005736,757,3,1,160,4,30,4,8,74100.0,79.3,0,0
APP005737,584,7,1,56,1,120,3,7,533100.0,78.5,0,0
APP005738,620,2,1,98,0,0,2,8,542200.0,86.1,0,0
APP005739,667,5,2,41,0,0,1,2,88900.0,59.0,0,0
APP005740,586,2,2,138,0,0,0,1,593200.0,59.8,0,0
APP005741,736,3,3,36,2,120,1,3,581200.0,89.9,0,0
APP005742,619,5,3,12,0,0,2,2,137600.0,49.4,0,0
APP005743,881,2,2,26,2,90,4,6,157900.0,97.9,0,0
APP005744,846,3,2,62,1,30,1,3,470500.0,27.6,2,0
APP005745,658,1,0,34,1,180,2,2,9100.0,94.2,0,0
APP005746,697,7,2,4,0,0,2,2,499400.0,51.5,0,0
APP005747,639,6,0,7,0,0,4,6,117000.0,27.7,0,0
APP005748,761,4,1,1,0,0,5,7,428400.0,82.6,0,0
APP005749,802,3,1,8,2,30,3,5,449200.0,88.2,0,0
APP005750,594,3,2,32,0,0,4,6,631800.0,6.0,0,0
APP005751,770,4,2,20,0,0,2,4,534600.0,88.8,0,0
APP005752,676,3,1,17,0,0,1,2,2268600.0,46.7,0,0
APP005753,743,3,1,134,1,30,2,7,1825600.0,19.9,0,0
APP005754,690,2,2,47,0,0,2,4,580400.0,22.3,0,0
APP005755,727,5,1,115,1,60,3,4,117200.0,32.2,0,2
APP005756,636,1,1,54,0,0,1,5,119500.0,61.7,0,0
APP005757,834,3,3,360,1,180,0,3,247200.0,64.1,0,1
APP005758,680,2,2,46,0,0,2,3,569100.0,39.8,0,0
APP005759,676,2,2,16,0,0,3,5,50400.0,62.9,0,0
APP005760,767,3,3,132,1,30,1,2,728200.0,77.2,0,0
APP005761,611,2,1,4,0,0,1,3,99200.0,89.4,0,1
APP005762,695,0,0,8,2,60,1,2,90200.0,76.0,1,0
APP005763,685,3,1,44,2,60,2,3,307700.0,47.3,0,0
APP005764,722,3,3,25,1,30,1,4,422300.0,5.9,0,0
APP005765,626,5,0,28,2,90,1,3,280600.0,77.6,0,1
APP005766,771,1,1,161,0,0,2,5,342900.0,79.2,0,0
APP005767,675,1,1,59,4,60,0,2,897400.0,98.5,0,0
APP005768,771,3,3,115,0,0,2,6,1289500.0,10.7,0,0
APP005769,750,2,2,37,1,60,4,7,105800.0,2.7,0,2
APP005770,753,2,2,128,2,60,0,0,192200.0,85.6,0,0
APP005771,784,3,1,20,1,120,3,6,2152800.0,68.6,0,0
APP005772,571,2,2,78,0,0,1,1,1750100.0,7.3,0,0
APP005773,638,3,2,31,4,30,0,0,318200.0,79.7,0,0
APP005774,762,5,1,13,1,30,5,7,51400.0,30.0,0,1
APP005775,644,1,1,21,0,0,4,4,134300.0,87.2,0,1
APP005776,669,2,1,13,1,30,3,5,1009600.0,80.0,2,0
APP005777,740,1,1,2,0,0,1,3,484500.0,8.0,0,0
APP005778,668,3,0,135,0,0,4,7,91000.0,40.6,0,0
APP005779,648,1,1,141,0,0,2,5,192500.0,34.0,0,0
APP005780,606,6,4,3,0,0,3,5,757300.0,14.8,0,0
APP005781,900,2,2,15,0,0,0,3,331500.0,34.2,0,0
APP005782,715,3,3,107,0,0,3,5,735300.0,12.5,0,0
APP005783,654,6,3,21,1,60,0,0,1602200.0,70.3,1,0
APP005784,765,2,2,15,0,0,1,6,1416400.0,51.0,1,0
APP005785,666,5,2,2,4,60,1,3,249700.0,80.1,0,0
APP005786,733,6,2,20,1,90,1,4,322900.0,16.3,1,0
APP005787,782,6,1,97,0,0,5,6,670800.0,11.8,0,0
APP005788,629,3,0,26,2,30,2,3,23900.0,33.2,0,1
APP005789,766,2,2,69,0,0,3,5,322900.0,19.1,0,1
APP005790,719,4,1,16,0,0,2,3,48900.0,72.8,0,0
APP005791,652,4,1,115,0,0,3,6,566400.0,2.7,0,0
APP005792,704,5,4,17,0,0,1,1,1305600.0,20.0,0,0
APP005793,746,2,2,9,1,180,1,2,111400.0,96.2,0,0
APP005794,738,0,0,10,1,60,1,1,1529800.0,9.0,0,0
APP005795,777,3,1,14,0,0,0,1,57400.0,99.8,0,0
APP005796,700,2,0,59,1,90,2,2,401900.0,10.8,0,0
APP005797,679,5,3,12,1,30,1,6,407000.0,43.4,0,0
APP005798,539,4,0,24,1,60,1,2,289300.0,23.8,0,0
APP005799,719,5,2,16,2,30,0,1,162300.0,7.5,0,0
APP005800,606,3,1,319,0,0,4,5,213400.0,27.1,2,1
