applicant_id,avg_monthly_balance,balance_volatility,avg_monthly_spending,essential_spending_pct,discretionary_spending_pct,num_bounced_checks_12m,salary_credit_regularity,num_digital_txns_monthly,cash_withdrawal_pct,min_balance_breaches_12m,emi_bounce_count_12m
APP004468,42000.0,0.221,25900.0,40.9,59.1,3,72.9,32,9.1,3,0
APP004469,30300.0,0.05,8800.0,54.4,45.6,1,95.7,26,25.8,2,3
APP004470,89100.0,0.05,17300.0,37.0,63.0,1,74.0,37,20.2,2,0
APP004471,73900.0,0.05,26500.0,53.3,46.7,0,75.3,33,10.2,1,0
APP004472,35600.0,0.986,13200.0,60.1,39.9,0,75.0,40,33.3,1,0
APP004473,84700.0,0.574,15600.0,32.3,67.7,0,74.1,30,9.4,0,0
APP004474,72300.0,0.05,8800.0,61.4,38.6,4,88.1,26,23.1,2,4
APP004475,24600.0,0.109,4500.0,60.8,39.2,0,73.6,21,8.0,2,0
APP004476,78700.0,0.075,31700.0,68.9,31.1,0,86.4,31,10.9,0,0
APP004477,31700.0,0.46,12000.0,54.7,45.3,5,87.7,34,31.3,1,1
APP004478,24900.0,0.568,23200.0,33.1,66.9,0,92.5,20,32.0,1,3
APP004479,37800.0,0.153,5800.0,45.9,54.1,0,88.3,35,7.5,0,0
APP004480,99200.0,0.05,22200.0,52.4,47.6,0,77.4,29,37.4,1,0
APP004481,88800.0,0.856,19400.0,64.2,35.8,1,75.7,20,36.3,1,2
APP004482,111900.0,0.387,44800.0,69.7,30.3,0,93.1,42,25.3,0,0
APP004483,89300.0,0.05,24000.0,37.3,62.7,0,89.1,22,38.9,1,0
APP004484,78200.0,0.05,18100.0,33.9,66.1,0,93.5,30,31.1,0,0
APP004485,75200.0,0.05,81400.0,52.6,47.4,0,75.5,22,31.5,4,0
APP004486,27800.0,0.05,13100.0,45.2,54.8,2,91.3,25,27.1,1,0
APP004487,147500.0,0.455,32700.0,32.3,67.7,1,91.3,28,15.2,0,0
APP004488,27800.0,0.124,14600.0,33.0,67.0,0,73.3,35,5.5,0,0
APP004489,85600.0,0.113,42600.0,53.7,46.3,0,81.1,28,33.7,6,1
APP004490,84000.0,0.389,17400.0,62.5,37.5,0,70.7,27,19.7,1,0
APP004491,158800.0,0.05,43200.0,40.1,59.9,0,92.0,24,33.1,1,0
APP004492,43100.0,0.338,35400.0,45.5,54.5,2,99.5,28,5.9,2,0
APP004493,77900.0,0.355,29600.0,67.3,32.7,0,89.9,26,19.2,2,2
APP004494,11000.0,0.05,7700.0,49.4,50.6,1,90.9,39,25.5,0,0
APP004495,51200.0,0.772,37500.0,55.7,44.3,0,73.0,41,8.0,0,0
APP004496,23400.0,0.279,16200.0,65.2,34.8,0,75.0,25,15.2,0,0
APP004497,115600.0,0.196,24500.0,54.1,45.9,0,98.0,30,19.6,0,1
APP004498,111300.0,0.062,14600.0,45.1,54.9,0,96.2,17,14.0,0,0
APP004499,131700.0,0.677,49100.0,31.6,68.4,1,96.0,27,6.2,1,0
APP004500,22700.0,0.05,20500.0,35.6,64.4,0,80.3,29,31.5,1,0
APP004501,114600.0,1.127,25200.0,62.1,37.9,1,81.9,24,34.7,0,0
APP004502,100500.0,0.155,28900.0,57.8,42.2,0,71.5,42,16.5,3,0
APP004503,48200.0,0.068,9900.0,67.6,32.4,0,73.2,35,19.2,2,0
APP004504,56700.0,0.05,76900.0,43.7,56.3,1,92.0,27,17.4,3,0
APP004505,106300.0,0.287,30300.0,35.3,64.7,0,96.1,26,36.6,1,2
APP004506,37100.0,0.117,9000.0,38.8,61.2,0,97.6,27,13.5,1,0
APP004507,52100.0,0.367,25800.0,69.1,30.9,0,86.5,32,20.1,3,1
APP004508,50100.0,0.114,19100.0,39.2,60.8,0,75.4,37,5.1,1,0
APP004509,46600.0,0.212,14000.0,36.8,63.2,3,77.8,24,14.9,0,0
APP004510,32000.0,0.618,13500.0,52.9,47.1,2,74.8,27,5.8,0,1
APP004511,159200.0,0.381,82700.0,47.5,52.5,0,96.1,20,12.4,0,0
APP004512,19300.0,0.528,12800.0,48.9,51.1,0,94.9,34,18.0,2,0
APP004513,80400.0,0.111,14400.0,57.0,43.0,0,77.5,22,24.9,0,1
APP004514,78900.0,0.571,37700.0,62.4,37.6,2,85.0,35,18.0,2,0
APP004515,84500.0,0.338,20400.0,30.4,69.6,0,78.3,38,27.0,0,0
APP004516,31100.0,0.06,11700.0,56.1,43.9,0,81.2,27,7.2,1,0
APP004517,49400.0,0.267,7900.0,34.1,65.9,0,95.6,35,6.1,0,0
APP004518,9600.0,0.107,4700.0,67.3,32.7,0,94.9,20,14.9,2,0
APP004519,51500.0,0.061,11600.0,63.4,36.6,0,86.4,23,10.8,2,0
APP004520,98700.0,0.07,32500.0,35.0,65.0,0,70.4,33,19.3,0,0
APP004521,55800.0,0.05,9500.0,62.8,37.2,0,92.1,39,31.6,0,0
APP004522,54200.0,0.4,16100.0,67.7,32.3,0,90.5,28,13.1,1,0
APP004523,51600.0,0.05,9400.0,67.3,32.7,0,80.1,19,19.5,0,0
APP004524,124300.0,0.384,27800.0,49.1,50.9,2,97.2,24,33.2,1,0
APP004525,49500.0,0.742,42600.0,36.7,63.3,0,93.1,40,13.7,1,0
APP004526,80600.0,0.05,34100.0,62.3,37.7,0,90.8,31,28.3,1,0
APP004527,34700.0,0.556,20300.0,61.9,38.1,0,74.8,26,33.9,3,1
APP004528,91100.0,0.609,27100.0,34.4,65.6,1,72.1,25,27.3,0,0
APP004529,65800.0,0.167,17900.0,48.1,51.9,0,86.7,29,17.5,1,0
APP004530,47000.0,0.235,36000.0,54.1,45.9,0,82.9,39,25.9,1,0
APP004531,58900.0,0.35,21900.0,41.1,58.9,0,73.4,25,26.3,0,0
APP004532,110300.0,0.494,29100.0,49.8,50.2,0,86.0,21,14.8,1,1
APP004533,123600.0,0.387,29900.0,34.7,65.3,0,87.7,36,28.6,2,0
APP004534,92500.0,0.368,17400.0,45.4,54.6,0,86.7,24,30.7,1,0
APP004535,65400.0,0.05,31400.0,56.2,43.8,0,95.2,40,21.7,0,0
APP004536,112400.0,0.443,31600.0,47.7,52.3,2,94.1,37,35.3,0,0
APP004537,35100.0,0.069,13100.0,64.9,35.1,0,88.5,35,17.5,0,1
APP004538,30500.0,0.185,7500.0,34.9,65.1,0,80.2,31,31.1,0,3
APP004539,118000.0,0.313,16900.0,46.5,53.5,0,89.7,31,15.4,0,2
APP004540,43800.0,0.153,6800.0,52.9,47.1,0,82.7,22,20.4,1,0
APP004541,37100.0,0.284,30600.0,33.1,66.9,0,92.4,19,15.3,0,0
APP004542,65800.0,0.774,13300.0,58.4,41.6,0,95.1,27,31.6,0,1
APP004543,142100.0,0.05,23200.0,39.6,60.4,0,75.0,33,30.0,1,0
APP004544,18000.0,1.062,13200.0,61.9,38.1,1,85.1,28,9.9,0,0
APP004545,189100.0,0.164,42400.0,37.5,62.5,0,78.8,28,14.8,2,1
APP004546,73300.0,0.397,24400.0,47.2,52.8,0,92.7,25,14.8,1,1
APP004547,29100.0,0.111,6700.0,31.2,68.8,1,75.3,30,31.0,1,1
APP004548,302300.0,0.376,64500.0,60.7,39.3,3,80.2,37,34.7,3,0
APP004549,18100.0,0.866,7100.0,67.7,32.3,0,83.9,41,9.0,1,0
APP004550,105100.0,0.498,36300.0,49.8,50.2,1,86.9,42,26.8,1,0
APP004551,35100.0,0.508,6500.0,61.3,38.7,0,83.7,29,11.5,0,1
APP004552,178800.0,0.126,35000.0,53.0,47.0,0,76.3,38,34.9,0,0
APP004553,19700.0,0.871,16600.0,55.0,45.0,0,90.0,23,10.8,2,0
APP004554,15600.0,0.05,4800.0,60.0,40.0,3,72.5,23,13.5,1,0
APP004555,51700.0,0.498,20100.0,30.0,70.0,0,99.7,33,38.1,1,3
APP004556,70600.0,0.728,16400.0,37.4,62.6,3,72.8,26,11.3,0,0
APP004557,230700.0,0.709,38700.0,35.4,64.6,2,93.8,36,10.8,1,0
APP004558,157700.0,0.05,56100.0,31.6,68.4,0,86.3,28,9.9,1,0
APP004559,72900.0,0.268,18600.0,60.1,39.9,1,75.8,32,8.1,1,3
APP004560,232600.0,0.594,54600.0,63.7,36.3,0,72.5,25,5.8,0,0
APP004561,234300.0,0.523,51000.0,56.8,43.2,1,97.9,29,22.7,0,1
APP004562,137600.0,0.347,25400.0,49.8,50.2,1,74.3,31,30.7,3,0
APP004563,8800.0,0.082,4500.0,41.8,58.2,0,91.2,32,24.6,1,0
APP004564,64300.0,0.246,33200.0,61.6,38.4,0,70.1,27,15.4,2,0
APP004565,27800.0,0.139,6100.0,39.9,60.1,0,93.4,16,30.9,2,0
APP004566,113400.0,0.599,35000.0,61.5,38.5,1,97.4,28,29.6,0,1
APP004567,39200.0,1.737,15500.0,68.9,31.1,2,86.6,31,30.4,1,0
APP004568,93600.0,0.281,22600.0,49.5,50.5,2,78.6,26,8.0,3,0
APP004569,44500.0,0.163,22400.0,55.3,44.7,0,99.0,24,22.1,2,0
APP004570,24900.0,0.122,28200.0,49.6,50.4,0,96.6,29,26.3,1,1
APP004571,103100.0,0.085,53300.0,52.1,47.9,0,84.3,28,37.8,1,0
APP004572,107600.0,1.061,20000.0,36.9,63.1,0,84.4,37,29.1,0,1
APP004573,114400.0,0.11,29600.0,37.3,62.7,2,91.8,26,30.1,1,1
APP004574,97800.0,0.89,18900.0,69.3,30.7,0,99.8,27,10.3,2,0
APP004575,148400.0,0.214,26900.0,65.2,34.8,3,77.0,38,20.2,0,0
APP004576,155600.0,0.452,30100.0,30.8,69.2,0,75.3,30,19.8,0,0
APP004577,80900.0,0.149,45000.0,30.9,69.1,0,87.6,35,8.1,2,0
APP004578,168800.0,0.05,59000.0,62.3,37.7,0,73.4,32,39.2,2,2
APP004579,54000.0,0.506,22700.0,66.2,33.8,0,98.0,35,15.2,0,2
APP004580,64700.0,0.066,46400.0,37.6,62.4,0,74.5,29,6.2,3,0
APP004581,108200.0,0.757,37100.0,50.3,49.7,1,77.6,30,28.0,0,0
APP004582,31900.0,0.402,7300.0,31.6,68.4,0,89.1,34,34.2,1,2
APP004583,65700.0,0.077,13500.0,63.0,37.0,0,92.2,29,22.0,0,0
APP004584,66400.0,0.05,19600.0,33.5,66.5,0,74.8,26,7.0,0,0
APP004585,95800.0,0.05,21300.0,56.2,43.8,2,81.6,33,22.9,1,0
APP004586,61700.0,0.35,10200.0,31.9,68.1,0,94.1,29,25.8,0,1
APP004587,39700.0,0.073,18900.0,32.9,67.1,0,78.0,45,6.0,0,0
APP004588,65800.0,0.4,29600.0,48.2,51.8,1,92.7,35,29.5,2,0
APP004589,162300.0,0.229,37100.0,57.8,42.2,0,91.9,34,38.9,1,0
APP004590,104300.0,0.695,30900.0,49.3,50.7,1,74.0,37,29.3,0,0
APP004591,290700.0,0.326,104200.0,36.3,63.7,0,71.6,25,22.5,1,1
APP004592,44600.0,0.485,11400.0,55.7,44.3,1,77.6,25,31.1,0,0
APP004593,48600.0,0.803,25900.0,52.9,47.1,0,99.3,34,9.6,0,0
APP004594,77000.0,0.065,17800.0,61.2,38.8,0,73.2,36,38.7,2,0
APP004595,37200.0,0.243,26700.0,34.1,65.9,0,87.9,26,23.5,0,0
APP004596,85000.0,0.218,11400.0,51.5,48.5,1,92.6,39,27.6,0,4
APP004597,37700.0,0.238,11500.0,46.3,53.7,0,88.6,37,10.1,1,0
APP004598,29600.0,0.083,19100.0,44.1,55.9,0,71.5,32,16.0,1,3
APP004599,55900.0,0.05,35200.0,45.8,54.2,2,98.3,30,27.9,2,0
APP004600,24400.0,0.107,24500.0,53.5,46.5,0,79.5,36,23.7,0,0
APP004601,23400.0,0.05,12100.0,55.4,44.6,0,80.6,26,13.7,0,1
APP004602,128200.0,0.05,37400.0,62.3,37.7,0,92.3,22,33.0,0,2
APP004603,35600.0,0.958,9500.0,55.1,44.9,0,93.8,23,16.2,0,0
APP004604,124900.0,0.222,35300.0,33.2,66.8,2,80.3,27,36.4,0,0
APP004605,56600.0,0.101,14400.0,34.9,65.1,0,84.8,32,21.7,1,0
APP004606,54900.0,0.184,14700.0,59.8,40.2,0,87.6,24,18.6,1,0
APP004607,55100.0,0.166,22000.0,49.6,50.4,0,76.7,31,16.5,1,0
APP004608,41600.0,0.05,9500.0,45.4,54.6,0,93.7,29,29.9,0,0
APP004609,29400.0,0.05,27900.0,69.3,30.7,0,71.9,34,8.7,1,0
APP004610,18600.0,0.05,7800.0,43.2,56.8,1,81.0,39,17.7,1,0
APP004611,59900.0,0.335,31700.0,54.5,45.5,0,71.9,29,12.5,2,0
APP004612,21100.0,0.216,3300.0,68.8,31.2,0,78.3,43,7.1,1,0
APP004613,129100.0,0.446,30900.0,67.2,32.8,0,76.2,34,23.2,0,0
APP004614,15300.0,0.05,5500.0,62.3,37.7,0,90.3,33,32.8,1,0
APP004615,150800.0,0.05,47000.0,43.1,56.9,0,92.9,12,20.1,1,0
APP004616,101500.0,0.05,34400.0,59.2,40.8,0,75.2,30,37.0,0,0
APP004617,52400.0,0.613,11100.0,55.5,44.5,2,84.6,30,39.0,0,0
APP004618,21000.0,0.172,5000.0,32.0,68.0,1,71.9,34,26.6,0,1
APP004619,22800.0,0.83,12300.0,33.9,66.1,0,74.8,27,21.8,2,0
APP004620,20200.0,0.131,15300.0,66.7,33.3,2,71.5,35,30.6,1,0
APP004621,28600.0,0.428,15000.0,34.9,65.1,1,75.4,19,38.0,0,1
APP004622,8400.0,0.126,3500.0,31.9,68.1,0,86.6,31,7.9,0,0
APP004623,47300.0,0.476,14100.0,31.3,68.7,0,90.1,29,38.0,0,0
APP004624,114700.0,0.205,63500.0,35.5,64.5,0,83.3,29,6.1,2,0
APP004625,59300.0,0.132,43900.0,63.4,36.6,0,92.9,31,29.9,0,0
APP004626,27800.0,0.171,13600.0,48.3,51.7,2,84.5,23,34.2,2,0
APP004627,76000.0,0.284,28300.0,69.0,31.0,0,84.3,37,37.5,1,0
APP004628,124500.0,0.069,46300.0,35.9,64.1,0,70.9,30,22.4,0,1
APP004629,65000.0,0.47,15000.0,31.8,68.2,0,73.5,27,26.7,2,0
APP004630,47400.0,0.05,26900.0,55.8,44.2,0,72.3,26,8.8,0,1
APP004631,99800.0,0.05,15000.0,59.5,40.5,0,74.4,23,18.5,0,0
APP004632,92200.0,0.05,20600.0,32.2,67.8,0,81.4,27,39.2,0,0
APP004633,35400.0,0.74,4500.0,41.9,58.1,0,77.1,23,36.2,1,0
APP004634,71300.0,0.05,16900.0,58.5,41.5,0,71.6,23,37.6,1,0
APP004635,12800.0,0.663,7800.0,63.4,36.6,0,82.4,41,14.2,3,0
APP004636,84500.0,0.217,25400.0,35.4,64.6,0,79.0,36,14.7,1,0
APP004637,112000.0,0.191,21100.0,34.8,65.2,0,73.6,25,32.6,0,0
APP004638,79900.0,0.473,14200.0,64.4,35.6,0,92.6,35,33.2,0,0
APP004639,70100.0,0.204,22100.0,53.2,46.8,0,75.9,23,31.6,1,0
APP004640,108500.0,0.251,20600.0,59.2,40.8,0,97.3,32,17.2,0,1
APP004641,84500.0,0.117,23300.0,61.6,38.4,0,87.9,37,12.8,0,2
APP004642,237900.0,0.265,56500.0,54.3,45.7,0,85.4,31,28.1,2,0
APP004643,54100.0,0.256,37700.0,40.1,59.9,0,90.6,23,12.7,0,0
APP004644,70300.0,0.194,9100.0,55.9,44.1,0,95.0,40,38.6,0,0
APP004645,20800.0,0.05,15600.0,63.5,36.5,0,81.8,28,37.0,1,0
APP004646,36000.0,0.865,17000.0,57.6,42.4,0,91.7,27,27.2,2,0
APP004647,58000.0,0.588,27700.0,70.0,30.0,0,81.3,29,35.0,2,0
APP004648,99400.0,0.353,33100.0,38.2,61.8,1,76.0,28,33.3,0,0
APP004649,96100.0,0.05,28000.0,62.6,37.4,0,88.4,34,31.7,1,0
APP004650,151600.0,0.09,19700.0,59.3,40.7,0,96.8,26,17.1,0,0
APP004651,22900.0,0.05,23500.0,58.6,41.4,0,75.4,30,28.5,0,0
APP004652,64500.0,0.05,28600.0,49.3,50.7,0,76.3,34,18.1,0,0
APP004653,23300.0,0.669,10600.0,44.0,56.0,1,93.7,27,16.5,1,0
APP004654,94500.0,0.196,46900.0,62.1,37.9,0,75.7,34,29.9,0,0
APP004655,84400.0,0.377,23400.0,59.6,40.4,0,88.6,38,5.8,0,0
APP004656,78800.0,1.063,10000.0,64.8,35.2,0,91.5,42,5.5,2,0
APP004657,42600.0,0.373,22200.0,63.5,36.5,0,73.5,28,9.9,0,0
APP004658,38600.0,0.495,26900.0,58.8,41.2,0,79.5,25,26.1,1,0
APP004659,28800.0,0.431,6100.0,32.4,67.6,0,78.5,37,35.4,0,0
APP004660,198900.0,0.516,84000.0,31.8,68.2,0,95.9,33,15.9,2,0
APP004661,76100.0,0.297,16400.0,66.1,33.9,0,82.4,39,29.9,1,0
APP004662,69500.0,0.171,28200.0,48.7,51.3,0,77.4,32,29.2,0,0
APP004663,323500.0,0.174,80100.0,40.8,59.2,0,97.3,31,8.6,2,0
APP004664,100800.0,0.364,28100.0,65.1,34.9,0,88.7,30,31.8,1,0
APP004665,58700.0,0.192,44100.0,45.6,54.4,0,92.3,26,16.0,1,1
APP004666,263300.0,0.249,85400.0,68.0,32.0,0,99.0,26,8.4,1,0
APP004667,44200.0,0.818,22900.0,67.8,32.2,1,87.6,36,11.8,0,0
APP004668,33500.0,0.187,20800.0,63.8,36.2,0,86.0,28,17.4,2,0
APP004669,152000.0,0.052,59700.0,57.6,42.4,0,93.7,43,34.3,0,1
APP004670,161500.0,0.1,26700.0,35.6,64.4,0,97.0,32,27.5,3,0
APP004671,19800.0,0.073,6100.0,34.4,65.6,0,98.5,32,37.3,1,0
APP004672,24700.0,0.05,12600.0,34.7,65.3,0,83.7,23,38.3,1,0
APP004673,36100.0,0.159,12300.0,41.8,58.2,0,71.7,28,38.0,2,0
APP004674,134700.0,0.262,36300.0,61.8,38.2,1,74.4,28,10.2,2,2
APP004675,78000.0,0.257,18800.0,38.1,61.9,0,74.6,29,38.5,0,0
APP004676,31900.0,0.361,29300.0,55.5,44.5,4,95.4,31,31.6,0,3
APP004677,54600.0,0.065,24000.0,62.5,37.5,0,97.5,26,26.1,1,0
APP004678,55500.0,0.071,47400.0,43.6,56.4,0,75.9,39,14.8,0,0
APP004679,86100.0,1.089,21200.0,52.4,47.6,4,85.2,35,30.1,1,0
APP004680,77900.0,0.05,19100.0,63.2,36.8,0,72.9,30,39.4,3,4
APP004681,77200.0,0.312,27800.0,68.4,31.6,0,81.6,26,37.5,3,0
APP004682,36700.0,0.072,27200.0,36.6,63.4,0,73.3,37,21.6,0,0
APP004683,128500.0,0.461,21100.0,36.9,63.1,4,91.0,26,5.9,2,0
APP004684,55500.0,0.148,13900.0,60.9,39.1,0,91.7,27,8.0,0,3
APP004685,164400.0,0.141,41900.0,54.4,45.6,0,93.4,28,28.9,0,0
APP004686,36100.0,0.065,27100.0,45.6,54.4,0,79.9,28,36.5,0,0
APP004687,113000.0,0.213,16100.0,58.3,41.7,0,76.9,33,38.6,0,0
APP004688,135600.0,0.102,32000.0,66.1,33.9,0,78.1,28,9.0,1,0
APP004689,99700.0,0.619,13400.0,42.8,57.2,0,75.4,29,12.1,1,0
APP004690,91300.0,0.08,26200.0,60.8,39.2,0,87.1,26,29.8,2,2
APP004691,74500.0,0.238,21700.0,35.7,64.3,1,75.1,33,11.6,2,0
APP004692,70200.0,0.183,20000.0,50.1,49.9,0,96.5,24,38.6,1,0
APP004693,123500.0,1.316,50900.0,49.0,51.0,0,72.6,27,35.1,1,0
APP004694,114900.0,0.084,78900.0,46.7,53.3,2,96.9,28,38.4,1,0
APP004695,50400.0,0.373,6600.0,38.4,61.6,0,82.4,25,33.7,0,0
APP004696,110000.0,0.247,34900.0,35.1,64.9,0,74.9,37,14.1,0,0
APP004697,90600.0,0.195,24500.0,35.2,64.8,0,81.5,26,37.9,1,2
APP004698,102800.0,0.353,25400.0,42.1,57.9,0,75.7,35,20.8,0,0
APP004699,80900.0,0.211,16900.0,37.6,62.4,0,94.4,28,29.0,0,0
APP004700,67500.0,0.05,17500.0,69.6,30.4,0,77.2,31,22.4,1,2
APP004701,166700.0,0.17,36300.0,67.9,32.1,0,88.2,36,26.1,2,0
APP004702,186800.0,0.083,25400.0,48.1,51.9,0,96.0,27,21.4,2,0
APP004703,87100.0,0.087,16300.0,56.8,43.2,0,71.8,34,33.9,1,2
APP004704,17700.0,0.127,8800.0,55.7,44.3,0,88.2,31,27.9,1,2
APP004705,5100.0,0.649,6000.0,47.2,52.8,0,87.9,35,30.2,0,3
APP004706,48600.0,0.196,34700.0,61.3,38.7,0,71.5,34,23.1,1,0
APP004707,106000.0,0.143,22100.0,30.2,69.8,0,96.4,31,31.2,1,1
APP004708,51000.0,0.405,9400.0,57.2,42.8,0,94.1,26,20.3,0,1
APP004709,36800.0,0.127,17900.0,57.3,42.7,1,83.9,38,32.0,1,1
APP004710,19800.0,0.519,11800.0,45.6,54.4,0,72.2,35,34.8,0,0
APP004711,160300.0,0.185,31700.0,50.1,49.9,1,90.6,26,35.2,1,0
APP004712,65000.0,1.13,24300.0,67.2,32.8,0,70.4,26,38.7,2,0
APP004713,58500.0,0.46,24400.0,56.0,44.0,0,89.4,39,8.4,2,0
APP004714,26000.0,0.539,18500.0,64.3,35.7,1,87.7,35,6.7,0,0
APP004715,162700.0,0.401,25700.0,51.7,48.3,0,72.7,27,13.8,2,0
APP004716,28100.0,0.519,9300.0,49.4,50.6,0,96.5,33,29.4,0,0
APP004717,40700.0,0.257,21900.0,47.2,52.8,0,98.6,35,26.8,1,0
APP004718,18700.0,0.202,24700.0,32.7,67.3,0,79.9,32,5.7,0,0
APP004719,140800.0,0.357,35700.0,56.7,43.3,0,78.9,33,39.9,1,0
APP004720,85700.0,0.243,31000.0,58.9,41.1,5,72.9,19,22.4,2,1
APP004721,27000.0,0.32,8000.0,64.7,35.3,1,71.5,23,30.9,1,3
APP004722,82700.0,0.152,20200.0,65.5,34.5,3,85.7,28,25.8,1,1
APP004723,94300.0,0.082,28800.0,37.3,62.7,0,93.1,28,15.7,0,0
APP004724,143200.0,0.05,28700.0,52.8,47.2,1,72.4,32,33.0,2,0
APP004725,291700.0,0.397,92600.0,55.7,44.3,0,83.6,26,32.0,0,0
APP004726,24200.0,0.619,23200.0,63.0,37.0,0,95.8,35,28.1,3,0
APP004727,109400.0,0.051,30100.0,33.9,66.1,0,82.9,34,27.7,1,0
APP004728,55200.0,0.14,27800.0,61.2,38.8,0,75.8,29,31.6,1,0
APP004729,209000.0,0.958,73500.0,46.7,53.3,0,71.0,28,6.9,0,0
APP004730,57700.0,0.05,20000.0,42.9,57.1,0,74.2,25,6.0,0,1
APP004731,245100.0,0.05,64200.0,41.8,58.2,0,77.0,36,30.4,1,0
APP004732,25000.0,0.176,19600.0,69.2,30.8,0,78.5,31,33.3,0,0
APP004733,135800.0,0.084,65300.0,63.8,36.2,1,82.3,33,38.9,0,1
APP004734,60200.0,1.832,28700.0,32.1,67.9,0,83.2,26,8.8,1,0
APP004735,127700.0,0.601,18700.0,67.7,32.3,0,89.2,33,13.2,1,0
APP004736,101800.0,0.24,48500.0,34.7,65.3,0,97.1,34,35.6,0,0
APP004737,79300.0,0.687,16000.0,60.0,40.0,0,88.7,33,31.4,3,0
APP004738,15300.0,0.43,15000.0,39.9,60.1,0,98.2,32,33.2,0,0
APP004739,104900.0,0.05,30300.0,41.9,58.1,1,73.7,36,18.2,1,0
APP004740,41400.0,0.7,24800.0,42.9,57.1,0,98.4,20,35.3,0,0
APP004741,144200.0,0.079,21000.0,68.9,31.1,0,99.5,33,26.0,1,0
APP004742,105400.0,0.128,27400.0,68.7,31.3,0,98.1,25,33.5,1,0
APP004743,52100.0,0.193,31300.0,35.3,64.7,0,95.9,27,29.4,1,0
APP004744,77900.0,0.691,14000.0,43.1,56.9,1,96.6,32,13.2,2,0
APP004745,187900.0,0.215,92500.0,56.4,43.6,0,77.1,33,31.9,4,1
APP004746,314200.0,0.837,85100.0,44.4,55.6,1,70.7,34,8.1,3,0
APP004747,71000.0,0.979,20400.0,47.8,52.2,1,96.5,27,37.4,3,0
APP004748,88600.0,0.191,23300.0,62.8,37.2,0,96.4,25,26.9,1,0
APP004749,198100.0,0.05,37900.0,50.6,49.4,0,80.1,32,34.0,0,0
APP004750,21600.0,0.05,7200.0,37.4,62.6,0,82.9,33,31.5,2,0
APP004751,73700.0,0.835,40600.0,30.8,69.2,0,74.6,34,32.9,1,0
APP004752,35800.0,0.328,29800.0,64.6,35.4,1,75.7,31,15.4,0,0
APP004753,88700.0,0.052,21200.0,57.6,42.4,0,79.7,32,35.9,0,0
APP004754,58500.0,0.05,25900.0,50.5,49.5,2,80.6,23,8.7,1,0
APP004755,383100.0,0.362,44200.0,31.3,68.7,0,85.6,20,29.3,3,0
APP004756,215000.0,0.138,35600.0,34.9,65.1,0,87.1,38,29.6,0,1
APP004757,111700.0,0.332,20300.0,59.4,40.6,1,71.8,27,35.3,1,0
APP004758,246700.0,0.175,49300.0,59.7,40.3,0,74.0,30,21.8,1,0
APP004759,31600.0,0.05,27300.0,58.3,41.7,2,74.6,28,8.1,4,1
APP004760,133400.0,0.05,25000.0,58.3,41.7,0,94.0,31,15.9,1,0
APP004761,51100.0,0.151,12400.0,52.9,47.1,3,90.6,32,10.8,3,1
APP004762,58600.0,0.206,8700.0,34.6,65.4,1,82.2,40,17.4,1,0
APP004763,38500.0,0.181,10200.0,68.3,31.7,4,85.2,37,30.0,2,0
APP004764,68300.0,0.18,12600.0,43.2,56.8,0,97.9,29,24.5,1,0
APP004765,295600.0,0.315,62700.0,56.7,43.3,0,95.3,28,8.5,1,0
APP004766,25500.0,0.096,6500.0,60.0,40.0,0,82.5,24,5.6,0,0
APP004767,22800.0,0.433,11300.0,54.5,45.5,2,92.3,21,27.6,5,0
APP004768,22500.0,0.146,5200.0,47.5,52.5,0,72.2,35,23.3,2,1
APP004769,40100.0,0.165,18200.0,50.9,49.1,3,91.6,31,22.1,3,1
APP004770,74800.0,0.127,22600.0,64.9,35.1,0,78.6,24,28.3,1,0
APP004771,327000.0,0.322,74100.0,42.2,57.8,0,75.6,21,18.2,1,0
APP004772,153000.0,0.437,58300.0,45.4,54.6,1,96.7,22,28.8,1,1
APP004773,24600.0,0.169,15900.0,57.0,43.0,2,87.2,26,24.1,1,0
APP004774,62400.0,0.103,52900.0,61.2,38.8,1,79.9,35,20.8,4,0
APP004775,91200.0,0.108,30900.0,32.7,67.3,0,78.8,31,21.9,0,1
APP004776,118500.0,0.522,35900.0,44.9,55.1,3,86.3,32,7.5,1,0
APP004777,72500.0,0.05,66300.0,64.3,35.7,0,99.1,39,29.9,0,0
APP004778,62800.0,0.262,22200.0,68.2,31.8,2,71.2,41,31.1,1,0
APP004779,32100.0,0.612,11800.0,57.2,42.8,0,82.9,34,8.6,2,0
APP004780,37000.0,1.3,17600.0,37.0,63.0,0,73.7,27,19.7,0,0
APP004781,325800.0,0.07,79700.0,44.1,55.9,0,86.5,36,33.5,0,4
APP004782,147900.0,0.134,39600.0,33.8,66.2,0,84.7,32,21.4,0,1
APP004783,198000.0,0.278,48200.0,69.8,30.2,0,97.3,30,13.5,1,2
APP004784,117900.0,0.237,37100.0,59.2,40.8,2,78.5,32,17.3,1,1
APP004785,39500.0,0.054,11900.0,36.9,63.1,0,85.9,29,24.8,1,0
APP004786,165200.0,0.236,42400.0,51.3,48.7,4,95.3,34,15.2,2,0
APP004787,27700.0,0.356,16900.0,48.3,51.7,0,77.4,31,8.1,2,0
APP004788,62300.0,0.16,15300.0,41.9,58.1,0,75.6,36,30.7,1,0
APP004789,59300.0,0.392,15100.0,36.1,63.9,0,93.2,31,10.8,1,0
