applicant_id,application_date,gender,age,education,marital_status,dependents,residence_type,years_at_current_residence,city,employment_type,industry,annual_income,years_employed,years_with_current_employer,loan_purpose,loan_amount_requested,loan_tenure_months,interest_rate,credit_score,num_credit_accounts,num_active_accounts,credit_history_months,num_delinquent_accounts,max_dpd_last_12m,num_enquiries_6m,num_enquiries_12m,total_outstanding_debt,secured_loan_percentage,num_written_off_accounts,num_settled_accounts,avg_monthly_balance,balance_volatility,avg_monthly_spending,essential_spending_pct,discretionary_spending_pct,num_bounced_checks_12m,salary_credit_regularity,num_digital_txns_monthly,cash_withdrawal_pct,min_balance_breaches_12m,emi_bounce_count_12m,debt_to_income_ratio,loan_to_income_ratio,credit_utilization,estimated_monthly_emi,emi_to_income_ratio,savings_rate,account_age_factor,default,default_probability,annual_income_standardized,avg_monthly_balance_standardized,avg_monthly_spending_standardized,loan_amount_requested_log,total_outstanding_debt_log,estimated_monthly_emi_log,loan_amount_requested_normalized,total_outstanding_debt_normalized,estimated_monthly_emi_normalized,employment_type_normalized,is_salaried,is_self_employed,is_business_owner,employment_stability_score,loan_purpose_normalized,is_secured_loan,loan_risk_category,loan_risk_score,education_normalized,education_score,marital_status_normalized,is_married,residence_type_normalized,is_home_owner,gender_normalized,is_male
APP006573,2025-05-01,Male,21.0,Bachelor,Married,2.0,Rented,5.0,Kolkata,Business Owner,Banking/Finance,785000.0,10.0,3.0,Education Loan,3186000.0,120.0,10.64,645.0,1.0,1.0,42.0,0.0,0.0,2.0,4.0,632600.0,41.1,1.0,0.0,66000.0,0.228,28000.0,54.8,45.2,0.0,83.1,27.0,37.5,3.0,1.0,0.806,4.059,0.599,43200.0,0.661,1.01,3.5,0,0.2043359872611464,0.9784975196417046,-0.3152827262405453,0.05427924198720163,14.974277083325276,13.357595170630178,10.673618922112436,0.19768383039661291,0.10116905755729341,0.11511375947995665,BUSINESS_OWNER,0,0,1,4,EDUCATION_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,RENTED,0,MALE,1
APP006574,2025-08-21,Female,33.0,PhD,Married,2.0,Rented,1.0,Other,Salaried,IT/Software,437000.0,3.0,2.0,Consumer Durable,137000.0,12.0,15.08,598.0,3.0,3.0,21.0,0.0,0.0,2.0,6.0,574900.0,6.6,0.0,0.0,60000.0,0.126,39000.0,63.0,37.0,1.0,86.2,33.0,33.0,0.0,1.0,1.016,0.242,0.16,12400.0,0.262,1.266,1.8,0,0.1270724381625441,-0.19626257859611698,-0.4041143631483734,0.6715351727834575,11.827743504053695,13.261953131042814,9.425532393502772,0.007845090592117552,0.09194133921860256,0.03169014084507042,SALARIED,1,0,0,5,CONSUMER_DURABLE,0,HIGH_RISK,3,PHD,5,MARRIED,1,RENTED,0,FEMALE,0
APP006575,2025-04-24,Male,26.0,High School,Married,1.0,Owned,5.0,Delhi,Salaried,IT/Software,559000.0,17.0,1.0,Home Loan,2041000.0,180.0,7.77,820.0,7.0,3.0,0.0,1.0,30.0,2.0,7.0,1093400.0,23.4,0.0,0.0,92000.0,0.534,38000.0,31.0,69.0,2.0,84.2,25.0,26.6,0.0,2.0,1.956,3.651,0.74,19200.0,0.413,1.971,0.0,0,0.2483666666666666,0.21557860526886646,0.06965436702670975,0.6154209972565252,14.528950931747765,13.904803580020998,9.862717639992917,0.12639312620633833,0.1748628636312751,0.050108342361863484,SALARIED,1,0,0,5,HOME_LOAN,1,LOW_RISK,1,HIGH_SCHOOL,2,MARRIED,1,OWNED,1,MALE,1
APP006576,2025-01-17,Female,39.0,High School,Married,1.0,Mortgaged,1.0,Hyderabad,Salaried,Retail,302000.0,2.0,2.0,Education Loan,1433000.0,180.0,8.9,806.0,1.0,0.0,20.0,1.0,30.0,1.0,4.0,220600.0,95.9,0.0,0.0,48000.0,0.077,18000.0,63.9,36.1,0.0,89.0,25.0,29.6,0.0,1.0,0.73,4.745,0.19,14400.0,0.574,1.919,1.7,0,0.0832130242825607,-0.6519884787745823,-0.5817776369640296,-0.506862513282122,14.175281404646771,12.304110918882833,9.575052927597383,0.08853745096818381,0.035279630251563276,0.037107258938244854,SALARIED,1,0,0,5,EDUCATION_LOAN,0,MEDIUM_RISK,2,HIGH_SCHOOL,2,MARRIED,1,MORTGAGED,1,FEMALE,0
APP006577,2025-05-10,Female,42.0,Bachelor,Married,0.0,Owned,2.0,Bangalore,Salaried,Other,664000.0,0.0,0.0,Auto Loan,2392000.0,36.0,11.17,642.0,2.0,2.0,149.0,1.0,90.0,0.0,1.0,665700.0,43.7,0.0,1.0,59000.0,0.32,45000.0,56.2,43.8,0.0,76.7,34.0,5.1,1.0,0.0,1.003,3.602,0.36,78500.0,1.419,1.064,12.4,0,0.2947560240963855,0.5700320831854506,-0.41891963596634474,1.0082202259450517,14.687640812112774,13.408595899765825,11.270866642542865,0.14824730714152295,0.10646260135297222,0.21072589382448534,SALARIED,1,0,0,5,AUTO_LOAN,1,LOW_RISK,1,BACHELOR,3,MARRIED,1,OWNED,1,FEMALE,0
APP006578,2025-02-21,Male,24.0,Master,Married,2.0,Rented,7.0,Chennai,Salaried,Healthcare,684000.0,2.0,1.0,Business Loan,1780000.0,60.0,11.01,804.0,2.0,2.0,45.0,0.0,0.0,5.0,7.0,446300.0,99.2,1.0,0.0,184000.0,0.116,32000.0,65.4,34.6,0.0,98.9,30.0,21.0,1.0,0.0,0.652,2.602,0.856,38700.0,0.679,3.228,3.8,1,0.0992485380116958,0.637547031360038,1.4317394662800738,0.2787359440949311,14.392124484065864,13.008748891260156,10.563620718477313,0.11014258140838057,0.07137488205472661,0.10292524377031419,SALARIED,1,0,0,5,BUSINESS_LOAN,0,MEDIUM_RISK,2,MASTER,4,MARRIED,1,RENTED,0,MALE,1
APP006579,2025-03-26,Male,27.0,Bachelor,Married,2.0,Rented,7.0,Mumbai,Self-Employed,Manufacturing,773000.0,2.0,2.0,Home Loan,4144000.0,300.0,9.1,550.0,5.0,2.0,20.0,0.0,0.0,3.0,6.0,190400.0,63.4,0.0,0.0,222000.0,0.058,46000.0,69.5,30.5,0.0,87.8,31.0,27.0,0.0,0.0,0.246,5.361,0.604,35100.0,0.544,3.44,1.7,0,0.02,0.9379885507369522,1.9943398333629854,1.064334401471984,15.237172304234168,12.15688765342645,10.465984899076615,0.2573314239462051,0.030449871259735483,0.09317443120260022,SELF_EMPLOYED,0,1,0,3,HOME_LOAN,1,LOW_RISK,1,BACHELOR,3,MARRIED,1,RENTED,0,MALE,1
APP006580,2025-12-09,Male,42.0,Bachelor,Widowed,2.0,Rented,1.0,Kolkata,Freelancer,IT/Software,100000.0,9.0,0.0,Education Loan,284000.0,120.0,9.22,589.0,5.0,4.0,31.0,0.0,0.0,3.0,4.0,285500.0,51.9,0.0,1.0,16000.0,0.494,4000.0,64.2,35.8,0.0,96.4,39.0,22.7,4.0,0.0,2.855,2.84,0.144,3600.0,0.436,1.968,2.6,0,0.29775,-1.3338894553379155,-1.0555463671391128,-1.292460970659175,12.556733038263905,12.562000810699038,8.188966863648876,0.016997696282921367,0.045658814310160084,0.007854821235102925,FREELANCER,0,0,0,2,EDUCATION_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,WIDOWED,0,RENTED,0,MALE,1
APP006581,2025-04-11,Female,26.0,High School,Married,0.0,Owned,2.0,Chennai,Salaried,Other,274000.0,7.0,2.0,Home Loan,1649000.0,300.0,8.25,653.0,2.0,2.0,27.0,0.0,0.0,2.0,4.0,569200.0,26.5,3.0,0.0,36000.0,0.115,14000.0,41.2,58.8,0.0,73.1,28.0,12.5,0.0,2.0,2.077,6.018,0.455,13000.0,0.569,1.59,2.2,0,0.40175,-0.7465094062190047,-0.7594409107796858,-0.7313192153898513,14.31568020796969,13.251988902048012,9.472781556562168,0.10198617769752819,0.09102976219034369,0.03331527627302275,SALARIED,1,0,0,5,HOME_LOAN,1,LOW_RISK,1,HIGH_SCHOOL,2,MARRIED,1,OWNED,1,FEMALE,0
APP006582,2025-05-17,Female,24.0,Other,Single,1.0,Mortgaged,3.0,Bangalore,Business Owner,Government,100000.0,5.0,1.0,Home Loan,219000.0,36.0,10.23,642.0,3.0,3.0,62.0,0.0,0.0,1.0,2.0,1485000.0,80.3,0.0,0.0,30000.0,0.247,5000.0,69.2,30.8,0.0,95.8,31.0,12.9,1.0,0.0,14.85,2.19,0.382,7100.0,0.851,3.576,5.2,0,0.0844999999999999,-1.3338894553379155,-0.8482725476875138,-1.2363467951322427,12.296831574998258,14.210926003619385,8.867990898182093,0.012950625739368659,0.237489804730605,0.01733477789815818,BUSINESS_OWNER,0,0,1,4,HOME_LOAN,1,LOW_RISK,1,OTHER,1,SINGLE,0,MORTGAGED,1,FEMALE,0
APP006583,2025-08-05,Female,23.0,High School,Married,2.0,Rented,4.0,Pune,Salaried,Manufacturing,437000.0,1.0,1.0,Education Loan,1005000.0,180.0,9.23,802.0,2.0,0.0,17.0,0.0,0.0,2.0,7.0,380100.0,41.5,0.0,2.0,106000.0,0.928,13000.0,36.9,63.1,3.0,95.0,33.0,36.9,0.0,0.0,1.006,2.659,0.457,10300.0,0.328,3.359,1.4,0,0.1864555555555555,-0.19626257859611698,0.27692818647830864,-0.7874333909167838,13.820499094499693,12.848192285860488,9.239996256883693,0.06188904800448291,0.060787794463368995,0.02600216684723727,SALARIED,1,0,0,5,EDUCATION_LOAN,0,MEDIUM_RISK,2,HIGH_SCHOOL,2,MARRIED,1,RENTED,0,FEMALE,0
APP006584,2025-05-17,Male,38.0,High School,Married,0.0,Rented,6.0,Chennai,Salaried,Real Estate,222000.0,9.0,1.0,Business Loan,2174000.0,60.0,13.9,654.0,4.0,2.0,45.0,0.0,0.0,1.0,5.0,300500.0,55.6,0.0,1.0,32000.0,0.184,10000.0,32.4,67.6,2.0,92.3,35.0,12.5,1.0,0.0,1.354,9.793,0.808,50500.0,2.728,1.751,3.8,0,0.1815,-0.9220482714729321,-0.8186620020515711,-0.9557759174975808,14.592079806644787,12.613206360738884,10.829748417047593,0.13467405516468464,0.04805770122663085,0.1348862405200433,SALARIED,1,0,0,5,BUSINESS_LOAN,0,MEDIUM_RISK,2,HIGH_SCHOOL,2,MARRIED,1,RENTED,0,MALE,1
APP006585,2025-07-05,Female,38.0,High School,Divorced,2.0,Owned,0.0,Bangalore,Salaried,Healthcare,437000.0,0.0,0.0,Education Loan,1514000.0,120.0,8.24,700.0,3.0,2.0,64.0,0.0,0.0,0.0,0.0,684600.0,39.4,0.0,0.0,53000.0,0.287,16000.0,65.0,35.0,0.0,98.0,37.0,13.1,2.0,1.0,1.469,3.249,0.658,18600.0,0.478,1.362,5.3,0,0.24,-0.19626257859611698,-0.5077512728741729,-0.6190908643359867,14.230266373481294,13.436591465784137,9.83097062169695,0.09358072349168796,0.10948519886772538,0.04848320693391116,SALARIED,1,0,0,5,EDUCATION_LOAN,0,MEDIUM_RISK,2,HIGH_SCHOOL,2,DIVORCED,0,OWNED,1,FEMALE,0
APP006586,2025-08-13,Male,28.0,Bachelor,Married,3.0,Rented,0.0,Hyderabad,Salaried,Healthcare,214000.0,1.0,1.0,Business Loan,1132000.0,120.0,13.31,762.0,1.0,0.0,129.0,1.0,180.0,3.0,7.0,489200.0,81.9,0.0,0.0,16000.0,0.05,14000.0,31.0,69.0,2.0,83.2,23.0,17.8,1.0,0.0,2.286,5.29,0.688,17100.0,0.959,0.914,10.8,1,0.2644999999999999,-0.9490542507427671,-1.0555463671391128,-0.7313192153898513,13.939497421137101,13.100528726946786,9.746892220313054,0.06979640122034744,0.07823569863583298,0.044420368364030335,SALARIED,1,0,0,5,BUSINESS_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,RENTED,0,MALE,1
APP006587,2025-04-07,Male,35.0,High School,Married,2.0,Rented,0.0,Other,Salaried,Retail,100000.0,4.0,1.0,Home Loan,784000.0,360.0,7.81,699.0,1.0,0.0,37.0,0.0,0.0,2.0,4.0,346200.0,74.6,0.0,0.0,27000.0,0.05,5000.0,58.8,41.2,0.0,89.3,32.0,12.0,0.0,0.0,0.31,7.84,0.207,5600.0,0.678,3.252,3.1,0,0.02,-1.3338894553379155,-0.8926883661414279,-1.2363467951322427,13.572165574841936,12.754774810223829,8.630700432209832,0.04812900815640371,0.05536631003214509,0.013271939328277355,SALARIED,1,0,0,5,HOME_LOAN,1,LOW_RISK,1,HIGH_SCHOOL,2,MARRIED,1,RENTED,0,MALE,1
APP006588,2025-09-25,Male,50.0,Master,Divorced,1.0,Mortgaged,1.0,Mumbai,Salaried,Banking/Finance,546000.0,3.0,2.0,Personal Loan,293000.0,12.0,17.49,783.0,1.0,1.0,17.0,1.0,90.0,3.0,4.0,560900.0,51.4,0.0,0.0,103000.0,0.253,39000.0,53.8,46.2,0.0,87.7,33.0,33.6,2.0,0.0,1.027,0.537,0.698,26800.0,0.589,2.266,1.4,0,0.1419789377289377,0.17169388895538462,0.2325123680243946,0.6715351727834575,12.587931300962664,13.237299698343831,10.196194479235656,0.017558059896644045,0.0897023780965632,0.07069339111592632,SALARIED,1,0,0,5,PERSONAL_LOAN,0,MEDIUM_RISK,2,MASTER,4,DIVORCED,0,MORTGAGED,1,MALE,1
APP006589,2025-08-30,Male,25.0,Master,Divorced,0.0,Rented,0.0,Other,Salaried,Real Estate,557000.0,7.0,1.0,Home Loan,2350000.0,300.0,7.78,604.0,1.0,0.0,123.0,5.0,30.0,3.0,4.0,500400.0,40.3,0.0,0.0,95000.0,0.795,22000.0,61.7,38.3,1.0,80.2,26.0,25.8,0.0,0.0,0.898,4.219,0.273,17800.0,0.383,2.038,10.2,1,0.3452550867743865,0.2088271104514077,0.11407018548062381,-0.2824058111743925,14.669926311652166,13.123165055974175,9.787009914477434,0.14563227694415043,0.08002686753346447,0.046316359696641385,SALARIED,1,0,0,5,HOME_LOAN,1,LOW_RISK,1,MASTER,4,DIVORCED,0,RENTED,0,MALE,1
APP006590,2025-08-09,Female,21.0,Bachelor,Single,1.0,Living with Parents,12.0,Mumbai,Salaried,Banking/Finance,100000.0,9.0,6.0,Auto Loan,277000.0,36.0,8.65,746.0,6.0,2.0,80.0,0.0,0.0,1.0,3.0,794100.0,12.7,0.0,0.0,6000.0,0.185,6000.0,54.6,45.4,0.0,81.5,23.0,39.7,3.0,1.0,7.941,2.77,0.737,8800.0,1.052,0.66,6.7,0,0.1485,-1.3338894553379155,-1.2035990953188263,-1.1802326196053103,12.531776395271262,13.584965936169754,9.082620630373812,0.01656185791669261,0.1269970733579619,0.021939328277356448,SALARIED,1,0,0,5,AUTO_LOAN,1,LOW_RISK,1,BACHELOR,3,SINGLE,0,WITH_PARENTS,0,FEMALE,0
APP006591,2025-04-10,Male,39.0,Bachelor,Married,1.0,Mortgaged,0.0,Delhi,Self-Employed,Other,438000.0,12.0,4.0,Home Loan,3467000.0,120.0,9.47,662.0,3.0,0.0,9.0,0.0,0.0,1.0,4.0,984700.0,30.0,0.0,0.0,72000.0,0.148,17000.0,65.7,34.3,0.0,99.9,32.0,32.5,0.0,0.0,2.248,7.916,0.53,44800.0,1.228,1.986,0.8,0,0.0595,-0.19288683118738761,-0.2264510893327172,-0.5629766888090543,15.058800513100923,13.800093320773104,10.709985739582528,0.21517962766951,0.15747892977658368,0.1194474539544962,SELF_EMPLOYED,0,1,0,3,HOME_LOAN,1,LOW_RISK,1,BACHELOR,3,MARRIED,1,MORTGAGED,1,MALE,1
APP006592,2025-03-23,Male,33.0,High School,Married,2.0,Rented,0.0,Other,Business Owner,Other,596000.0,20.0,0.0,Home Loan,4287000.0,180.0,7.58,549.0,3.0,3.0,97.0,2.0,60.0,4.0,6.0,308000.0,45.8,0.0,1.0,78000.0,0.05,37000.0,49.4,50.6,0.0,85.2,35.0,14.2,2.0,2.0,0.517,7.193,0.224,39900.0,0.804,1.568,8.1,0,0.4427611856823266,0.34048125939185325,-0.13761945242488913,0.5593068217295929,15.271097978843441,12.637858308703688,10.594156665220533,0.2662349791420211,0.04925714468486622,0.10617551462621884,BUSINESS_OWNER,0,0,1,4,HOME_LOAN,1,LOW_RISK,1,HIGH_SCHOOL,2,MARRIED,1,RENTED,0,MALE,1
APP006593,2025-12-21,Male,27.0,Bachelor,Married,0.0,Owned,3.0,Ahmedabad,Salaried,Banking/Finance,310000.0,4.0,4.0,Home Loan,828000.0,300.0,7.85,643.0,2.0,2.0,49.0,5.0,60.0,2.0,4.0,55100.0,20.9,0.0,0.0,80000.0,0.132,16000.0,32.5,67.5,1.0,76.8,26.0,19.8,1.0,0.0,0.178,2.671,0.464,6300.0,0.244,3.081,4.1,1,0.2975833333333334,-0.6249824995047473,-0.10800890678894642,-0.6190908643359867,13.626769641096136,10.916923143796645,8.748463629942055,0.05086856360127016,0.00881191127316925,0.015167930660888404,SALARIED,1,0,0,5,HOME_LOAN,1,LOW_RISK,1,BACHELOR,3,MARRIED,1,OWNED,1,MALE,1
APP006594,2025-07-03,Female,41.0,Bachelor,Married,2.0,Owned,14.0,Bangalore,Salaried,Retail,592000.0,5.0,0.0,Home Loan,1618000.0,300.0,9.04,758.0,7.0,3.0,109.0,0.0,0.0,1.0,2.0,329100.0,61.9,2.0,0.0,85000.0,0.513,27000.0,50.3,49.7,0.0,76.8,26.0,18.2,1.0,0.0,0.556,2.733,0.268,13600.0,0.276,1.717,9.1,1,0.2417412162162162,0.3269782697569357,-0.03398254269908968,-0.0018349335397307288,14.296701994647355,12.704119973516908,9.517898598432753,0.10005603636137228,0.052631578947368425,0.03494041170097508,SALARIED,1,0,0,5,HOME_LOAN,1,LOW_RISK,1,BACHELOR,3,MARRIED,1,OWNED,1,FEMALE,0
APP006595,2025-11-14,Female,43.0,High School,Married,2.0,Owned,16.0,Bangalore,Salaried,Manufacturing,423000.0,4.0,0.0,Personal Loan,1256000.0,60.0,13.35,554.0,3.0,3.0,4.0,1.0,30.0,3.0,6.0,1301900.0,13.1,0.0,0.0,106000.0,0.192,30000.0,47.2,52.8,0.0,82.7,31.0,26.9,1.0,0.0,3.078,2.969,0.137,28800.0,0.817,2.996,0.3,0,0.2731666666666666,-0.2435230423183282,0.27692818647830864,0.16650759304106635,14.043443422188307,14.079336061993343,10.268165387743457,0.07751696656497106,0.20820739177021863,0.07611050920910076,SALARIED,1,0,0,5,PERSONAL_LOAN,0,MEDIUM_RISK,2,HIGH_SCHOOL,2,MARRIED,1,OWNED,1,FEMALE,0
APP006596,2025-08-12,Male,21.0,Bachelor,Married,1.0,Rented,5.0,Delhi,Freelancer,Manufacturing,100000.0,13.0,11.0,Auto Loan,343000.0,48.0,9.51,787.0,1.0,0.0,25.0,0.0,0.0,0.0,6.0,801000.0,7.8,0.0,0.0,16000.0,0.137,5000.0,33.3,66.7,0.0,82.3,27.0,36.8,2.0,0.0,8.01,3.43,0.826,8600.0,1.034,1.956,2.1,0,0.06825,-1.3338894553379155,-1.0555463671391128,-1.2363467951322427,12.745488641595722,13.593617474489168,9.059633754551479,0.020671191083992284,0.12810056133953845,0.021397616468039005,FREELANCER,0,0,0,2,AUTO_LOAN,1,LOW_RISK,1,BACHELOR,3,MARRIED,1,RENTED,0,MALE,1
APP006597,2025-12-08,Male,28.0,High School,Married,0.0,Mortgaged,0.0,Delhi,Self-Employed,IT/Software,815000.0,8.0,2.0,Auto Loan,2632000.0,84.0,11.38,726.0,7.0,3.0,19.0,1.0,90.0,1.0,2.0,359700.0,4.7,0.0,0.0,224000.0,0.276,40000.0,31.4,68.6,2.0,91.8,36.0,14.9,2.0,1.0,0.441,3.229,0.468,45600.0,0.671,3.306,1.6,0,0.2076349693251533,1.0797699419035858,2.023950378998928,0.72764934831039,14.783254951366482,12.793028409774374,10.727684925086583,0.16319033684079448,0.05752530825696877,0.12161430119176597,SELF_EMPLOYED,0,1,0,3,AUTO_LOAN,1,LOW_RISK,1,HIGH_SCHOOL,2,MARRIED,1,MORTGAGED,1,MALE,1
APP006598,2025-09-24,Male,58.0,Master,Married,0.0,Mortgaged,0.0,Mumbai,Salaried,Education,419000.0,4.0,4.0,Business Loan,1305000.0,60.0,11.43,539.0,5.0,2.0,48.0,0.0,0.0,0.0,2.0,534100.0,69.0,0.0,0.0,50000.0,0.685,28000.0,38.2,61.8,0.0,92.0,38.0,17.7,0.0,1.0,1.275,3.115,0.786,28700.0,0.821,1.423,4.0,0,0.1469701670644391,-0.2570260319532457,-0.5521670913280868,0.05427924198720163,14.081714365022162,13.188340238634666,10.264687244346277,0.08056783512857232,0.08541636680580211,0.07583965330444203,SALARIED,1,0,0,5,BUSINESS_LOAN,0,MEDIUM_RISK,2,MASTER,4,MARRIED,1,MORTGAGED,1,MALE,1
APP006599,2025-10-15,Female,40.0,Bachelor,Married,2.0,Owned,2.0,Mumbai,Salaried,Manufacturing,410000.0,6.0,0.0,Personal Loan,986000.0,12.0,16.2,698.0,2.0,2.0,34.0,0.0,0.0,1.0,3.0,294800.0,45.7,0.0,0.0,28000.0,0.859,18000.0,40.9,59.1,0.0,74.0,25.0,39.8,2.0,0.0,0.719,2.405,0.841,89600.0,2.621,0.822,2.8,0,0.1503524390243902,-0.28740775863181006,-0.8778830933234565,-0.506862513282122,13.80141264778304,12.594055831421823,11.403121759615027,0.06070605815329058,0.047146124198371955,0.24079089924160343,SALARIED,1,0,0,5,PERSONAL_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,OWNED,1,FEMALE,0
APP006600,2025-04-15,Male,41.0,Master,Married,1.0,Rented,0.0,Chennai,Self-Employed,IT/Software,798000.0,2.0,2.0,Home Loan,4799000.0,180.0,8.43,716.0,3.0,1.0,199.0,0.0,0.0,1.0,3.0,79300.0,87.9,0.0,1.0,198000.0,0.414,58000.0,36.3,63.7,0.0,72.4,34.0,36.2,1.0,0.0,0.099,6.014,0.724,47100.0,0.708,2.983,16.6,0,0.02,1.0223822359551864,1.6390132857316726,1.7377045077951723,15.383918329217106,11.281006017883909,10.76004951120163,0.298113442500467,0.012682115498408739,0.1256771397616468,SELF_EMPLOYED,0,1,0,3,HOME_LOAN,1,LOW_RISK,1,MASTER,4,MARRIED,1,RENTED,0,MALE,1
APP006601,2025-07-11,Male,46.0,PhD,Married,1.0,Rented,7.0,Hyderabad,Retired,Government,100000.0,1.0,1.0,Business Loan,665000.0,60.0,11.47,728.0,5.0,1.0,121.0,0.0,0.0,2.0,6.0,365500.0,3.1,0.0,0.0,11000.0,0.152,4000.0,34.2,65.8,1.0,72.9,27.0,12.9,0.0,0.0,3.655,6.65,0.61,14600.0,1.754,1.308,10.1,0,0.073,-1.3338894553379155,-1.1295727312289694,-1.292460970659175,13.407543823396258,12.80902429414634,9.588845298501564,0.04071975593051491,0.058452877864670794,0.037648970747562294,RETIRED,0,0,0,3,BUSINESS_LOAN,0,MEDIUM_RISK,2,PHD,5,MARRIED,1,RENTED,0,MALE,1
APP006602,2025-07-17,Male,35.0,PhD,Widowed,1.0,Rented,17.0,Kolkata,Self-Employed,Real Estate,593000.0,0.0,0.0,Personal Loan,462000.0,24.0,13.71,638.0,3.0,1.0,49.0,1.0,30.0,5.0,5.0,3800.0,31.7,0.0,0.0,140000.0,0.093,20000.0,58.6,41.4,0.0,71.2,34.0,14.0,3.0,1.0,0.006,0.779,0.33,22100.0,0.448,2.833,4.1,0,0.2821666666666666,0.33035401716566515,0.7803074622893345,-0.39463416222825726,13.043322334563697,8.24301946898925,10.003378135350923,0.028080443309881083,0.0006077180188392586,0.05796316359696641,SELF_EMPLOYED,0,1,0,3,PERSONAL_LOAN,0,MEDIUM_RISK,2,PHD,5,WIDOWED,0,RENTED,0,MALE,1
APP006603,2025-11-07,Male,42.0,Bachelor,Married,3.0,Rented,0.0,Mumbai,Salaried,IT/Software,477000.0,3.0,3.0,Credit Card,100000.0,12.0,41.29,699.0,6.0,2.0,62.0,1.0,30.0,0.0,3.0,829400.0,2.2,0.0,0.0,114000.0,0.05,24000.0,60.8,39.2,3.0,77.8,24.0,39.2,0.0,0.0,1.739,0.21,0.819,10300.0,0.259,2.875,5.2,0,0.2194166666666666,-0.06123268224694209,0.39537036902207945,-0.1701774601205278,11.51293546492023,13.628459032484551,9.239996256883693,0.005541373513479858,0.13264245390138976,0.02600216684723727,SALARIED,1,0,0,5,CREDIT_CARD,0,HIGH_RISK,3,BACHELOR,3,MARRIED,1,RENTED,0,MALE,1
APP006604,2025-10-19,Female,42.0,Bachelor,Married,1.0,Rented,2.0,Chennai,Business Owner,Government,509000.0,2.0,1.0,Personal Loan,531000.0,24.0,16.23,679.0,0.0,0.0,36.0,0.0,0.0,1.0,3.0,936800.0,68.4,0.0,0.0,126000.0,0.261,26000.0,42.0,58.0,0.0,96.0,22.0,6.2,2.0,0.0,1.84,1.043,0.833,26100.0,0.614,2.966,3.0,0,0.09525,0.04679123483239783,0.5730336428377356,-0.05794910906666308,13.182519183461475,13.75022615872878,10.169728906753061,0.03237656434842164,0.1498184842233204,0.06879739978331527,BUSINESS_OWNER,0,0,1,4,PERSONAL_LOAN,0,MEDIUM_RISK,2,BACHELOR,3,MARRIED,1,RENTED,0,FEMALE,0
APP006605,2025-01-03,Male,40.0,Bachelor,Single,0.0,Rented,11.0,Other,Salaried,Manufacturing,332000.0,8.0,2.0,Auto Loan,604000.0,84.0,8.59,739.0,4.0,1.0,29.0,2.0,60.0,1.0,4.0,1400.0,57.6,0.0,0.0,84000.0,0.133,22000.0,41.1,58.9,0.0,87.7,38.0,39.1,0.0,0.0,0.004,1.819,0.123,9600.0,0.347,3.051,2.4,0,0.0735833333333333,-0.5507160565127011,-0.048787815517061024,-0.2824058111743925,13.311331132544721,7.244941546337007,9.169622538697624,0.036921735881950066,0.00022389611220393737,0.024106175514626217,SALARIED,1,0,0,5,AUTO_LOAN,1,LOW_RISK,1,BACHELOR,3,SINGLE,0,RENTED,0,MALE,1
APP006606,2025-04-14,Male,31.0,Master,Married,0.0,Rented,6.0,Jaipur,Salaried,IT/Software,333000.0,4.0,3.0,Business Loan,1850000.0,60.0,13.54,699.0,3.0,2.0,10.0,1.0,180.0,2.0,3.0,750800.0,94.4,0.0,0.0,92000.0,0.312,22000.0,31.6,68.4,0.0,95.8,19.0,18.1,0.0,0.0,2.255,5.556,0.101,42600.0,1.535,3.315,0.8,0,0.203,-0.5473403091039717,0.06965436702670975,-0.2824058111743925,14.430696737594902,13.528895915606231,10.659633006160352,0.11450096507066809,0.120072286459083,0.11348862405200433,SALARIED,1,0,0,5,BUSINESS_LOAN,0,MEDIUM_RISK,2,MASTER,4,MARRIED,1,RENTED,0,MALE,1
APP006607,2025-03-11,Male,36.0,Bachelor,Married,0.0,Rented,10.0,Hyderabad,Salaried,Healthcare,533000.0,1.0,1.0,Auto Loan,1811000.0,72.0,11.17,687.0,5.0,1.0,11.0,2.0,30.0,3.0,5.0,45700.0,28.4,2.0,0.0,59000.0,0.05,22000.0,39.3,60.7,0.0,79.4,30.0,39.6,2.0,0.0,0.086,3.398,0.226,34600.0,0.78,1.331,0.9,0,0.2699166666666666,0.12780917264190278,-0.41891963596634474,-0.2824058111743925,14.409390289046513,10.729875458480967,10.451637862362272,0.11207272274453647,0.0073086088055142415,0.0918201516793066,SALARIED,1,0,0,5,AUTO_LOAN,1,LOW_RISK,1,BACHELOR,3,MARRIED,1,RENTED,0,MALE,1
